Species,Subgenus,Section,Series,Taxonomy,State(s),Obligate seeder,AOO (km2),EOO (km2),Geographic Range (km2),Habitat,EPD %,EPD (%) P,EPD (%) M,EPD (%) Urban,EPD (%) A,Category,Criteria,EPBC,State listing,EEC,Threats,Locations,Locations_value_type,TEC,Mature individuals,Mature_individuals_value_type,Largest sub-population,Accepted threats,Putative threats
Eucalyptus transcontinentalis,Symphyomyrtus,Bisectae,Subulatae,,WA,1,736,139374.6,135695.8,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus tricarpa,Symphyomyrtus,Adnataria,Melliodorae,,NSW; Vic,0,372,150929.76,19524.7,U,9.5,,,9.5,,LC,,,,,Urbanisation,100--200,range,,,,,,
Eucalyptus triflora,Eucalyptus,Eucalyptus,Strictae,,NSW,1,148,1982.68,282.1,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus trivalva,Symphyomyrtus,Bisectae,Accedentes,,WA; NT; SA,0,1484,1843525.87,902441.6,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus tumida,Symphyomyrtus,Bisectae,Levispermae,,WA,0,372,37920.59,24808.1,P,44.94,44.94,,,,VU,A2b,,,,0,,,,,,,,
Eucalyptus ultima,Symphyomyrtus,Bisectae,Subulatae,,WA,0,88,718.15,717.6,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus umbra,Eucalyptus,Amentum,,,NSW,0,456,318946.09,36971.2,U,9.5,,,,,LC,,,,,0,,,,,,,,
Eucalyptus umbrawarrensis,Symphyomyrtus,Platysperma,,,NT,0,372,87127.34,42364.5,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus uncinata,Symphyomyrtus,Bisectae,Porantherae,,WA,0,1468,161299.55,93976.5,M,35.58,,35.58,,,VU,A2b,,,,0,,,,,,,,
Eucalyptus urna,Symphyomyrtus,Bisectae,Subulatae,,WA,1,720,169725.2,137199.2,P,24.14,24.14,,,,NT,A2b,,,,0,,,,,,,,
Eucalyptus urnigera,Symphyomyrtus,Maidenaria,Obriculares,,Tas,0,208,10219.19,2084.2,U,19.4,,,19.4,,LC,,,,,Urbanisation,50--100,range,,,,,,
Eucalyptus utilis,Symphyomyrtus,Bisectae,Erectae,,WA,1,136,25462.76,2114.6,M,9.51,,9.51,,,LC,,,,,0,,,,,,,,
Eucalyptus valens,Symphyomyrtus,Dumaria,Rufispermae,,WA,1,240,14857.22,10652.9,P,50.49,50.49,,,,EN,A2b,,,,0,,,,,,,,
Eucalyptus varia,Symphyomyrtus,Bisectae,Levispermae,,WA,0,252,23573.69,10899.5,M,37.4,,37.4,,,VU,A2b,,,,0,,,,,,,,
Eucalyptus vegrandis,Symphyomyrtus,Bisectae,Clinatae,,WA,0,220,10370.61,8988.8,M,41.58,,41.58,,,VU,A2b,,,10,0,,,,,,,,
Eucalyptus vernicosa,Symphyomyrtus,Maidenaria,Semiunicolores,,Tas,0,456,45757.84,24283.5,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus verrucata,Eucalyptus,Capillulus,Pachyphloius,,Vic,0,84,802.09,537.7,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus vesiculosa,Symphyomyrtus,Bisectae,Clinatae,,WA,1,8,104.62,67.6,P,35.01,35.01,,,,VU,A2b; D2,,,,Too-frequent fire,1,raw,,,,,Obligate-seeder with fire,
Eucalyptus vicina,Symphyomyrtus,Exsertaria,Erythroxylon,,NSW,0,460,219015.62,185167,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus victoriana,Eucalyptus,Capillulus,Pachyphloius,,NT,0,28,30.62,30.6,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus victrix,Symphyomyrtus,Maidenaria,Aquilonares,,WA; NT; Qld; SA,0,1620,2362379.82,1625901.1,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus viminalis,Symphyomyrtus,Maidenaria,Viminales,,ACT; NSW; SA; Tas; Vic,0,4000,775080.9,210322.6,M,21.29,,21.29,,,NT,A2b,,,,0,,,,,,,,
Eucalyptus virens,Symphyomyrtus,Adnataria,Rhodoxylon,,Qld,0,96,66968.4,401.4,U,,,,,,NT,D1,VU,VU (Qld),,0,,,,1000--3000,range,,,"Agriculture, timber harvesting"
Eucalyptus virginea,Symphyomyrtus,Bisectae,Curviptera,,WA,0,8,2834.96,47.6,U,,,,,,VU,D1,,,,0,,,,1000.00,maximum,,,
Eucalyptus viridis,Symphyomyrtus,Adnataria,Buxeales,,NSW; Qld; SA; Vic,0,1092,554985.89,274697.8,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus vittata,Symphyomyrtus,Dumaria,Rufispermae,,WA,1,356,89738.15,69445.3,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus vokesensis,Symphyomyrtus,Bisectae,Subulatae,,NT,0,92,20638.47,20203.6,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus volcanica,Symphyomyrtus,Maidenaria,Globulares,,NSW,0,116,34601.77,17136.4,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus walshii,Symphyomyrtus,Adnataria,Buxeales,,NT,0,12,28.11,28.1,U,,,,,,CR,D,,,,0,,,,36.00,raw,,,
Eucalyptus wandoo,Symphyomyrtus,Bisectae,Levispermae,,WA,0,1172,140546.32,92897.3,M,39.11,,39.11,,,VU,A2b,,,8; 10,0,,,10,,,,,
Eucalyptus websteriana,Symphyomyrtus,Bisectae,Curviptera,,WA,0,276,110256.71,110256.7,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus whitei,Symphyomyrtus,Adnataria,Siderophloiae,,NT; Qld,0,396,67851.61,57653.1,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus wilcoxii,Symphyomyrtus,Maidenaria,Saxicola,,NSW,0,12,84.74,82.1,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus williamsiana,Eucalyptus,Capillulus,Pachyphloius,,NSW; Qld,0,156,18224.13,15295.9,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus willisii,Eucalyptus,Aromatica,Radiatae,,NSW,0,92,866.56,396.9,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus wimmerensis,Symphyomyrtus,Adnataria,Buxeales,,SA; Vic,0,372,9215.27,9163.1,M,45.8,,45.8,,,VU,A2b,,,,0,,,,,,,,
Eucalyptus woodwardii,Symphyomyrtus,Dumaria,Rufispermae,,WA; SA; Vic,1,68,7411.59,6640,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus woollsiana,Symphyomyrtus,Adnataria,Buxeales,,NSW; Qld,0,792,317665.96,178502.5,P,56.19,56.19,,,,EN,A2b,,,2; 21,0,,,8; 10,,,,,
Eucalyptus wubinensis,Symphyomyrtus,Dumaria,Rufispermae,,WA,0,148,19223.26,17988.6,P,50.95,50.95,,,,EN,A2b,,,10,0,,,,,,,,
Eucalyptus wyolensis,Symphyomyrtus,Bisectae,Subulatae,,SA,0,36,1054.85,690.9,U,,,,,,NT,D2,,,,Future mining,7,raw,,,,,,
Eucalyptus xanthonema,Symphyomyrtus,Bisectae,Levispermae,,WA,0,344,28334.1,22012.4,M,43.17,,43.17,,,VU,A2b,,,,0,,,2; 21,,,,,
Eucalyptus xerothermica,Symphyomyrtus,Adnataria,Striolatae,,WA; NT,0,388,188452.28,93987.4,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus yalatensis,Symphyomyrtus,Bisectae,Subulatae,,WA; SA,0,1232,356866.73,50452.6,M,13.39,,13.39,,,LC,,,,,0,,,,,,,,
Eucalyptus yarraensis,Symphyomyrtus,Maidenaria,Foveolatae,,Vic,0,464,47904.27,13669.7,P,62.81,62.81,,,,EN,A2b,,,,Urbanisation,50--100,range,10,,,,,
Eucalyptus yarriambiack,Symphyomyrtus,Adnataria,Buxeales,,Vic,0,16,8.72,8.5,N,,,,,,CR,"B1ab(i,ii,iii,iv,v)",,T (Vic),,Roadsides,1,raw,,,,,Roadsides,
Eucalyptus yilgarnensis,Symphyomyrtus,Bisectae,Heterostemones,,WA,0,1200,205239.82,194367.5,M,16.75,,16.75,,,LC,,,,,0,,,,,,,,
Eucalyptus youmanii,Eucalyptus,Capillulus,Pachyphloius,,NSW,0,348,24611.92,17574.3,U,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus youngiana,Symphyomyrtus,Bisectae,Curviptera,,WA; NSW; NT; Qld; SA,0,732,695483.39,468555.2,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus yumbarrana,Symphyomyrtus,Bisectae,Subulatae,,SA,0,260,27951.65,20040.5,,,,,,,LC,,,,,0,,,,,,,,
Eucalyptus zopherophloia,Symphyomyrtus,Bisectae,Accedentes,,WA,0,100,22655.84,3077.1,U,,,,,,LC,,,,,0,,,,,,,,
