taxon_name,habitat,source_id
Croton mutabilis,rainforest,ATRP_2020; Cooper_2013
Croton phebalioides,rainforest,ATRP_2020; Cooper_2013
Croton tomentellus,rainforest,ATRP_2020
Crudia abbreviata,rainforest,ATRP_2020; Cooper_2013
Cryptocarya bidwillii,rainforest,ATRP_2020; Cooper_2013
Cryptocarya burckiana,rainforest,ATRP_2020; Cooper_2013
Cryptocarya cercophylla,rainforest,ATRP_2020; Cooper_2013
Cryptocarya clarksoniana,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Cryptocarya claudiana,rainforest,ATRP_2020; Cooper_2013
Cryptocarya endiandrifolia,rainforest,ATRP_2020; Cooper_2013
Cryptocarya exfoliata,rainforest,ATRP_2020; Cooper_2013
Cryptocarya glaucocarpa,rainforest,ATRP_2020; Cooper_2013
Cryptocarya macdonaldii,rainforest,ATRP_2020; Cooper_2013
Cryptocarya melanocarpa,rainforest,ATRP_2020; Cooper_2013; Grubb_2008
Cryptocarya smaragdina,rainforest,ATRP_2020; Cooper_2013
Cryptocarya triplinervis var. pubens,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Cryptostegia grandiflora,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Cucumis althaeoides,rainforest,ATRP_2020; Cooper_2013
Cucumis anguria var. anguria,rainforest,ATRP_2020
Cucumis costatus,rainforest,ATRP_2020; Cooper_2013
Cucumis melo,rainforest,ATRP_2020
Cucumis queenslandicus,rainforest,ATRP_2020
Cucumis umbellatus,rainforest,ATRP_2020
Cupaniopsis cooperorum,rainforest,ATRP_2020; Cooper_2013
Cupaniopsis diploglottoides,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013
Cupaniopsis fleckeri,rainforest,ATRP_2020; Cooper_2013
Cupaniopsis foveolata,rainforest,ATRP_2020; Cooper_2013
Cupaniopsis papillosa,rainforest,ATRP_2020; Cooper_2013
Cupaniopsis wadsworthii,rainforest,ATRP_2020; Cooper_2013
Cyanotis axillaris,rainforest,ATRP_2020; Cooper_2013
Cyanthillium patulum,rainforest,ATRP_2020
Cyathula prostrata,rainforest,ATRP_2020; Cooper_2013
Cyclophyllum maritimum,rainforest,ATRP_2020; Cooper_2013
Cyclophyllum multiflorum,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Cyclophyllum protractum,rainforest,ATRP_2020; Cooper_2013
Cyclophyllum rostellatum,rainforest,ATRP_2020; Cooper_2013
Cyclophyllum schultzii,rainforest,ATRP_2020; Clarke_2015
Cymbopogon ambiguus,rainforest,ATRP_2020
Cymbopogon procerus,rainforest,ATRP_2020
Vincetoxicum ovatum,rainforest,ATRP_2020; Cooper_2013
Vincetoxicum carnosum,rainforest,ATRP_2020; Cooper_2013
Cynanchum leptolepis,rainforest,ATRP_2020; Cooper_2013
Cynanchum ovalifolium,rainforest,ATRP_2020; Cooper_2013
Cynanchum pedunculatum,rainforest,ATRP_2020; Cooper_2013
Cynodon dactylon,rainforest shrubland woodland,ATRP_2020; Jurado_1991; Tsakalos_2020
Cynoglossum australe,rainforest shrubland woodland,ATRP_2020; Fonseca_2000
Cynometra iripa,rainforest,ATRP_2020; Cooper_2013
Cynometra ramiflora,rainforest,ATRP_2020; Cooper_2013
Cynometra roseiflora,rainforest,ATRP_2020
Cyperus aquatilis,rainforest woodland,ATRP_2020; Schmidt_2003
Cyperus bulbosus,rainforest,ATRP_2020
Cyperus dietrichiae,rainforest,ATRP_2020
Cyperus enervis,rainforest,ATRP_2020
Cyperus gracilis,rainforest,ATRP_2020
Cyperus gunnii subsp. novae-hollandiae,rainforest,ATRP_2020
Cyperus haspan subsp. juncoides,rainforest,ATRP_2020
Cyperus hyalinus,rainforest,ATRP_2020
Cyperus involucratus,rainforest,ATRP_2020
Cyperus javanicus,rainforest,ATRP_2020
Cyperus mirus,rainforest,ATRP_2020
Cyperus multispiceus,rainforest,ATRP_2020
Cyperus paniceus,rainforest,ATRP_2020
Cyperus pedunculosus,rainforest,ATRP_2020
Cyperus pilosus,rainforest,ATRP_2020
Cyperus sulcinux,rainforest,ATRP_2020
Cyperus triceps,rainforest,ATRP_2020
Cyperus trinervis,rainforest,ATRP_2020; Metcalfe_2009
Cyperus zollingeri,rainforest,ATRP_2020
Cyrtococcum accrescens,rainforest,ATRP_2020
Cyrtococcum oxyphyllum,rainforest,ATRP_2020; Metcalfe_2009
Cyrtococcum patens,rainforest,ATRP_2020
Dactyloctenium aegyptium,rainforest,ATRP_2020
Dalbergia candenatensis,rainforest,ATRP_2020; Cooper_2013
Dalbergia densa,rainforest,ATRP_2020; Cooper_2013
Dalbergia ferruginea,rainforest,ATRP_2020
Daphnandra apatela,rainforest,ATRP_2020; Clarke_2015; Cooper_2013; Sams_2017
Decaisnina angustata,rainforest,ATRP_2020
Decaisnina brittenii subsp. brittenii,rainforest,ATRP_2020
Decaisnina congesta,rainforest,ATRP_2020; Cooper_2013
Decaisnina hollrungii,rainforest,ATRP_2020; Cooper_2013
Decaisnina signata,rainforest,ATRP_2020; Cooper_2013
Decalobanthus peltatus,rainforest,ATRP_2020; Apgaua_2017; Buckton_2019; Cooper_2013
Deeringia amaranthoides,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Deeringia arborescens,rainforest,ATRP_2020; Cooper_2013
Delarbrea michieana,rainforest,ATRP_2020; Cooper_2013; Grubb_1996; Sams_2017
Dendrolobium arbuscula,rainforest,ATRP_2020; Cooper_2013
Dendrophthoe acacioides subsp. acacioides,rainforest,ATRP_2020
Dendrophthoe curvata,rainforest,ATRP_2020; Cooper_2013
Dendrotrophe varians,rainforest,ATRP_2020; Cooper_2013
Denhamia peninsularis,rainforest,ATRP_2020
Denhamia pittosporoides subsp. angustifolia,rainforest,ATRP_2020; Cooper_2013
Derris sp. Claudie River (L.J.Webb+ 8348),rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Derris sp. Daintree (D.E.Boyland+ 469),rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Derris sp. (Wenlock River BH 21082V),rainforest,ATRP_2020
Derris trifoliata,rainforest,ATRP_2020; Cooper_2013
Desmodium intortum,rainforest,ATRP_2020; Cooper_2013
Desmodium macrocarpum,rainforest shrubland,ATRP_2020; Clarke_2015
Grona trichostachya,rainforest,ATRP_2020
Desmos goezeanus,rainforest,ATRP_2020; Cooper_2013
Desmos polycarpus,rainforest,ATRP_2020
Desmos wardianus,rainforest,ATRP_2020; Cooper_2013
Dianella bambusifolia,rainforest,ATRP_2020; Cooper_2013
Dianella caerulea var. assera,rainforest,ATRP_2020
Dianella longifolia var. longifolia,rainforest shrubland,ATRP_2020; Fonseca_2000
Dianella odorata,rainforest,ATRP_2020
Dianella pavopennacea var. major,rainforest,ATRP_2020
Dichapetalum papuanum,rainforest,ATRP_2020; Cooper_2013; Grubb_2008
Dichapetalum timoriense,rainforest,ATRP_2020; Cooper_2013
Dicliptera ciliata,rainforest,ATRP_2020
Dimocarpus longan,rainforest,ATRP_2020; Cooper_2013
Dinghoua globularis,rainforest,ATRP_2020; Cooper_2013
Dinosperma erythrococcum,rainforest,ATRP_2020; Cooper_2013
Dinosperma longifolium,rainforest,ATRP_2020; Cooper_2013
Dinosperma melanophloium,rainforest,ATRP_2020; Cooper_2013
Dinosperma stipitatum,rainforest,ATRP_2020; Cooper_2013
Dioclea hexandra,rainforest,ATRP_2020; Cooper_2013
Dioscorea alata,rainforest,ATRP_2020; Cooper_2013
Dioscorea bulbifera var. bulbifera,rainforest,ATRP_2020
Diospyros areolifolia,rainforest,ATRP_2020; Cooper_2013
Diospyros calycantha,rainforest woodland,ATRP_2020; Clarke_2015; Cooper_2013; Lawes_2012; Schmidt_2003
Diospyros fasciculosa,rainforest,ATRP_2020; Cooper_2013; Gardiner_2019
Diospyros granitica,rainforest,ATRP_2020; Cooper_2013
Diospyros hebecarpa,rainforest,ATRP_2020; Cooper_2013
Diospyros hemicycloides,rainforest,ATRP_2020; Cooper_2013
Diospyros humilis,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Diospyros laurina,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Diospyros littorea,rainforest,ATRP_2020; Cooper_2013
Diospyros maritima,rainforest,ATRP_2020; Cooper_2013
Diospyros pentamera,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Diospyros rheophila,rainforest,ATRP_2020; Cooper_2013
Diospyros rugosula,rainforest,ATRP_2020; Clarke_2015
Diospyros sp. (Ham Hill B.Hyland 2941RFK),rainforest,ATRP_2020
Diospyros uvida,rainforest,ATRP_2020; Cooper_2013
Diplatia furcata,rainforest,ATRP_2020; Cooper_2013
Diplatia tomentosa,rainforest,ATRP_2020; Cooper_2013
Diplocyclos palmatus,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Diploglottis alaticarpa,rainforest,ATRP_2020
Diploglottis harpullioides,rainforest,ATRP_2020; Cooper_2013
Diploglottis macrantha,rainforest,ATRP_2020; Cooper_2013
Diploglottis obovata,rainforest,ATRP_2020; Cooper_2013
Diploglottis pedleyi,rainforest,ATRP_2020; Cooper_2013
Dipodium pictum,rainforest,ATRP_2020
Dipteracanthus australasicus subsp. australasicus,rainforest shrubland,ATRP_2020; Clarke_2015
Dischidia litoralis,rainforest,ATRP_2020; Cooper_2013
Dischidia major,rainforest,ATRP_2020; Cooper_2013
Dischidia nummularia,rainforest,ATRP_2020; Cooper_2013
Dischidia ovata,rainforest,ATRP_2020; Cooper_2013
Dissiliaria baloghioides,rainforest,ATRP_2020; Cooper_2013
Dissiliaria indistincta,rainforest,ATRP_2020; Cooper_2013
Dissiliaria tuckeri,rainforest,ATRP_2020; Cooper_2013
Dissotis rotundifolia,rainforest,ATRP_2020; Cooper_2013
Distimake dissectus,rainforest,ATRP_2020; Cooper_2013
Distimake quinquefolius,rainforest,ATRP_2020; Cooper_2013
Distimake tuberosus,rainforest,ATRP_2020; Cooper_2013
Dodonaea polyandra,rainforest,ATRP_2020; Cooper_2013
Dolichandrone spathacea,rainforest,ATRP_2020; Cooper_2013
Dracophyllum sayeri,rainforest,ATRP_2020; Cooper_2013
Drosera adelae,rainforest,ATRP_2020; Cooper_2013
Drosera lunata,rainforest,ATRP_2020
Drosera prolifera,rainforest,ATRP_2020; Cooper_2013
Drosera schizandra,rainforest,ATRP_2020; Cooper_2013
Dryadodaphne trachyphloia,rainforest,ATRP_2020; Cooper_2013
Drymaria cordata,rainforest,ATRP_2020
Duranta erecta,rainforest,ATRP_2020; Cooper_2013
Dysoxylum acutangulum subsp. foveolatum,rainforest,ATRP_2020
Dysphania carinata,rainforest,ATRP_2020; Cooper_2013
Ehretia grahamii,rainforest,ATRP_2020; Cooper_2013
Ehretia saligna var. saligna,rainforest,ATRP_2020
Ehretia sp. Whitfield Range (R.Jago 17),rainforest,ATRP_2020; Cooper_2013
Elaeagnus triflora,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Metcalfe_2009
Elaeocarpus angustifolius,rainforest,ATRP_2020; Apgaua_2015; Apgaua_2017; Grubb_1996; Stewart_1995
Elaeocarpus bancroftii,rainforest,ATRP_2020; Cooper_2013; Grubb_1996
Elaeocarpus carbinensis,rainforest,ATRP_2020; Cooper_2013
Elaeocarpus grahamii,rainforest,ATRP_2020; Cooper_2013
Elaeocarpus hylobroma,rainforest,ATRP_2020; Cooper_2013
Elaeocarpus johnsonii,rainforest,ATRP_2020; Cooper_2013
Elaeocarpus largiflorens subsp. largiflorens,rainforest,ATRP_2020; Cooper_2013
Elaeocarpus linsmithii,rainforest,ATRP_2020; Cooper_2013
Elaeocarpus miegei,rainforest,ATRP_2020
Elaeocarpus obovatus,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Elaeocarpus stellaris,rainforest,ATRP_2020; Cooper_2013
Elaeodendron australe var. australe,rainforest,ATRP_2020; Clarke_2015
Elatostema reticulatum,rainforest,ATRP_2020; Cooper_2013
Elattostachys microcarpa,rainforest,ATRP_2020; Cooper_2013
Elattostachys xylocarpa,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Eleocharis ochrostachys,rainforest,ATRP_2020
Elephantopus scaber,rainforest,ATRP_2020; Cooper_2013
Eleutheranthera ruderalis,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Embelia caulialata,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Metcalfe_2009
Embelia curvinervia,rainforest,ATRP_2020; Cooper_2013
Embelia grayi,rainforest,ATRP_2020; Cooper_2013
Emilia sonchifolia var. sonchifolia,rainforest,ATRP_2020
Emmenosperma alphitonioides,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Emmenosperma cunninghamii,rainforest,ATRP_2020; Cooper_2013
Endiandra anthropophagorum,rainforest,ATRP_2020; Cooper_2013
Endiandra bellendenkerana,rainforest,ATRP_2020; Cooper_2013
Endiandra collinsii,rainforest,ATRP_2020; Cooper_2013
Endiandra grayi,rainforest,ATRP_2020; Cooper_2013
Endiandra inopinata,rainforest,ATRP_2020
Endiandra limnophila,rainforest,ATRP_2020; Cooper_2013
Endiandra muelleri subsp. bracteata,rainforest,ATRP_2020
Entada phaseoloides,rainforest,ATRP_2020; Apgaua_2017; Buckton_2019; Cooper_2013
Entada rheedei,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Epipremnum amplissimum,rainforest,ATRP_2020; Cooper_2013
Epipremnum pinnatum,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Eragrostis cumingii,rainforest woodland,ATRP_2020; Lord_1997
Eriachne pallescens,rainforest,ATRP_2020
Erigeron sumatrensis,rainforest shrubland woodland,ATRP_2020; Cooper_2013; Tsakalos_2020
Eriostemon banksii,rainforest,ATRP_2020; Cooper_2013
Erycibe coccinea,rainforest,ATRP_2020; Cooper_2013
Erythrina insularis,rainforest,ATRP_2020; Cooper_2013
Erythroxylum sp. Mosquito Point (J.R.Clarkson+ 9991),rainforest,ATRP_2020; Cooper_2013
Eucalyptus tereticornis subsp. tereticornis,rainforest,ATRP_2020
Eugenia reinwardtiana,rainforest,ATRP_2020; Cooper_2013
Euodia hylandii,rainforest,ATRP_2020; Cooper_2013
Euodia pubifolia,rainforest,ATRP_2020; Cooper_2013
Euonymus australianus,rainforest,ATRP_2020; Cooper_2013
Euphorbia hyssopifolia,rainforest,ATRP_2020
Excoecaria dallachyana,rainforest,ATRP_2020; Cooper_2013
Utania racemosa,rainforest,ATRP_2020; Cooper_2013
Fatoua villosa,rainforest,ATRP_2020
Ficus pantoniana,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Ficus podocarpifolia,rainforest,ATRP_2020
Ficus rubiginosa f. glabrescens,rainforest,ATRP_2020
Ficus rubiginosa f. rubiginosa,rainforest,ATRP_2020
Ficus subpuberula,rainforest,ATRP_2020
Fimbristylis depauperata,rainforest,ATRP_2020
Fimbristylis microcarya,rainforest,ATRP_2020
Fimbristylis pauciflora,rainforest,ATRP_2020
Flacourtia jangomas,rainforest,ATRP_2020; Cooper_2013
Flacourtia sp. Shiptons Flat (L.W.Jessup+ GJD3200),rainforest,ATRP_2020; Cooper_2013
Flagellaria indica,rainforest woodland,ATRP_2020; Clarke_2015; Cooper_2013; Fonseca_2000; Metcalfe_2009; Schmidt_2003
Flindersia australis,rainforest,ATRP_2020; Cooper_2013; Gardiner_2019
Flindersia collina,rainforest,ATRP_2020; Cooper_2013
Flindersia ifflana,rainforest,ATRP_2020; Cooper_2013
Freycinetia excelsa,rainforest,ATRP_2020; Cooper_2013; Grubb_2008
Freycinetia marginata,rainforest,ATRP_2020; Cooper_2013
Freycinetia percostata,rainforest,ATRP_2020; Cooper_2013
Freycinetia scandens,rainforest,ATRP_2020; Cooper_2013
Freycinetia sp. (Claudie River RT 286),rainforest,ATRP_2020
Fuirena ciliaris,rainforest,ATRP_2020
Fuirena umbellata,rainforest,ATRP_2020
Galactia sp. Laura (J.C.Tothill JT53A),rainforest,ATRP_2020
Galactia tenuiflora,rainforest woodland,ATRP_2020; Cooper_2013; Lord_1997; Schmidt_2003
Garcinia brassii,rainforest,ATRP_2020; Cooper_2013
Garcinia dulcis,rainforest,ATRP_2020; Cooper_2013
Garcinia gibbsiae,rainforest,ATRP_2020; Cooper_2013; Grubb_2008; Sams_2017
Garcinia jensenii,rainforest,ATRP_2020; Cooper_2013
Garcinia mestonii,rainforest,ATRP_2020; Cooper_2013
Garcinia russellii,rainforest,ATRP_2020; Cooper_2013
Garcinia warrenii,rainforest,ATRP_2020; Cooper_2013
Garcinia xanthochymus,rainforest,ATRP_2020
Garcinia zichii,rainforest,ATRP_2020; Cooper_2013
Gardenia scabrella,rainforest,ATRP_2020; Cooper_2013
Gardenia vilhelmii,rainforest,ATRP_2020; Cooper_2013
Garnotia stricta var. longiseta,rainforest,ATRP_2020
Geniostoma rupestre var. australianum,rainforest,ATRP_2020; Cooper_2013
Geophila repens,rainforest,ATRP_2020; Cooper_2013
Geosiris australiensis,rainforest,ATRP_2020
Glochidion harveyanum var. pubescens,rainforest,ATRP_2020; Cooper_2013
Glochidion xerocarpum,rainforest,ATRP_2020
Glossocarya calcicola,rainforest,ATRP_2020; Cooper_2013
Glossocarya hemiderma,rainforest,ATRP_2020; Cooper_2013
Gmelina leichhardtii,rainforest,ATRP_2020; Clarke_2015; Cooper_2013; Stewart_1995
Gonocarpus acanthocarpus,rainforest,ATRP_2020; Cooper_2013
Gossia bamagensis,rainforest,ATRP_2020; Cooper_2013
Gossia bidwillii,rainforest,ATRP_2020; Choat_2012; Cooper_2013; Sams_2017
Gossia hillii,rainforest,ATRP_2020; Cooper_2013
Gossia lucida,rainforest,ATRP_2020; Cooper_2013
Gossia pubiflora,rainforest,ATRP_2020; Cooper_2013
Gossia sankowskyorum,rainforest,ATRP_2020; Cooper_2013
Gossia sp. Green Bark (B.Hyland 25370RFK),rainforest,ATRP_2020
Gouania australiana,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Gouania exilis,rainforest,ATRP_2020; Cooper_2013
Graptophyllum ilicifolium,rainforest,ATRP_2020; Cooper_2013
Grevillea helmsiae,rainforest,ATRP_2020; Cooper_2013
Grewia glabra,rainforest,ATRP_2020
Grewia oxyphylla,rainforest,ATRP_2020; Cooper_2013
Grewia scabrella,rainforest,ATRP_2020; Cooper_2013
Guettarda speciosa,rainforest,ATRP_2020; Cooper_2013
Caesalpinia bonduc,rainforest,ATRP_2020; Cooper_2013
Guilfoylia monostylis,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Gunnessia pepo,rainforest,ATRP_2020; Cooper_2013
Gymnanthera oblonga,rainforest,ATRP_2020; Clarke_2015; Cooper_2013
Gynochthodes ammitia,rainforest,ATRP_2020; Cooper_2013
Gynochthodes australiensis,rainforest,ATRP_2020
Gynochthodes canthoides,rainforest,ATRP_2020; Cooper_2013
Gynochthodes constipata,rainforest,ATRP_2020; Cooper_2013
Gynochthodes oresbia,rainforest,ATRP_2020; Cooper_2013
Gynochthodes podistra,rainforest,ATRP_2020; Cooper_2013
Gynochthodes retropila,rainforest,ATRP_2020; Cooper_2013
Gynochthodes sessilis,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Gynochthodes sp. iron range b.hyland 11587,rainforest,ATRP_2020
Gynochthodes umbellata,rainforest,ATRP_2020; Cooper_2013
Gynura drymophila var. drymophila,rainforest,ATRP_2020
Gynura drymophila var. glabrifolia,rainforest,ATRP_2020
Halfordia kendack,rainforest,ATRP_2020; Cooper_2013
Harpullia arborea,rainforest,ATRP_2020; Cooper_2013
Harpullia hillii,rainforest,ATRP_2020; Cooper_2013
Harpullia pendula,rainforest,ATRP_2020; Cooper_2013
Harpullia rhyticarpa,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Falster_2005_1; Metcalfe_2009; Sams_2017; Zieminska_2015
Harrisonia brownii,rainforest,ATRP_2020; Cooper_2013
Hedraianthera porphyropetala,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Hedyotis auricularia var. melanesica,rainforest,ATRP_2020
Hedyotis novoguineensis,rainforest,ATRP_2020
Hedyotis radicans,rainforest,ATRP_2020; Cooper_2013
Helicia lewisensis,rainforest,ATRP_2020; Cooper_2013; Jordan_2020
Helicia recurva,rainforest,ATRP_2020; Cooper_2013
Argusia argentea,rainforest,ATRP_2020; Cooper_2013
Heliotropium sarmentosum,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Heliotropium tenuifolium,rainforest woodland,ATRP_2020; Jurado_1991
Helmholtzia acorifolia,rainforest,ATRP_2020; Cooper_2013
Strobilanthes alternata,rainforest,ATRP_2020; Cooper_2013
Strobilanthes linearifolia,rainforest,ATRP_2020; Cooper_2013
Heritiera littoralis,rainforest,ATRP_2020; Cooper_2013
Hernandia albiflora,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Falster_2005_1; Rosell_2014; Zieminska_2015
Hernandia bivalvis,rainforest,ATRP_2020; Cooper_2013
Heterostemma acuminatum,rainforest,ATRP_2020; Cooper_2013
Hexaspora pubescens,rainforest,ATRP_2020; Cooper_2013
Hibiscus tiliaceus,rainforest,ATRP_2020; Clarke_2015; Cooper_2013; Metcalfe_2009
Hibiscus tozerensis,rainforest,ATRP_2020; Cooper_2013
Hippocratea barbata,rainforest,ATRP_2020; Cooper_2013; Fonseca_2000; Metcalfe_2009
Hiptage benghalensis,rainforest,ATRP_2020; Cooper_2013
Hodgkinsonia ovatiflora,rainforest,ATRP_2020; Cooper_2013; Sams_2017
Hollandaea diabolica,rainforest,ATRP_2020; Cooper_2013; Jordan_2020
Hollandaea porphyrocarpa,rainforest,ATRP_2020; Cooper_2013
Hollandaea riparia,rainforest,ATRP_2020; Cooper_2013; Jordan_2015; Jordan_2020
Homalium alnifolium,rainforest,ATRP_2020; Cooper_2013
Homalium brachybotrys,rainforest,ATRP_2020; Cooper_2013
Homalium sp. South Molle Island (J.A.Gresty AQ208995),rainforest,ATRP_2020; Cooper_2013
Hoya anulata,rainforest,ATRP_2020; Cooper_2013
Hoya australis subsp. sanae,rainforest,ATRP_2020
Hoya australis subsp. tenuipes,rainforest,ATRP_2020; Metcalfe_2009
Hoya macgillivrayi,rainforest,ATRP_2020; Cooper_2013
Hoya sussuela,rainforest,ATRP_2020; Cooper_2013
Hugonia jenkinsii,rainforest,ATRP_2020; Cooper_2013
Hydriastele costata,rainforest,ATRP_2020; Cooper_2013
Hydrocotyle digitata,rainforest,ATRP_2020; Cooper_2013
Hydrocotyle pedicellosa,rainforest,ATRP_2020
Hydrocotyle tripartita,rainforest,ATRP_2020
Hymenosporum flavum,rainforest wet_sclerophyll,ATRP_2020; Clarke_2009; Clarke_2015; Cooper_2013
Hypolytrum nemorum,rainforest,ATRP_2020; Metcalfe_2009
Hypolytrum nemorum var. proliferum,rainforest,ATRP_2020
Hypserpa decumbens,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013; Metcalfe_2009
Hypserpa laurina,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Hypserpa polyandra,rainforest,ATRP_2020; Cooper_2013
Hypserpa smilacifolia,rainforest,ATRP_2020; Cooper_2013
Ibatiria furfuracea,rainforest,ATRP_2020
Ichnocarpus frutescens,rainforest,ATRP_2020; Apgaua_2017; Cooper_2013
Ichnocarpus rhombifolius,rainforest,ATRP_2020; Cooper_2013
Indagator fordii,rainforest,ATRP_2020; Cooper_2013
Indigofera colutea,rainforest woodland,ATRP_2020; Jurado_1991
Indigofera linnaei,rainforest woodland,ATRP_2020; Jurado_1991
Ipomoea abrupta,rainforest woodland,ATRP_2020; Cooper_2013; Lord_1997
Ipomoea aculeata,rainforest,ATRP_2020; Cooper_2013
Ipomoea eriocarpa,rainforest,ATRP_2020; Cooper_2013
Ipomoea gracilis,rainforest woodland,ATRP_2020; Cooper_2013; Lord_1997
Ipomoea hederifolia,rainforest,ATRP_2020; Cooper_2013
Ipomoea littoralis,rainforest,ATRP_2020; Cooper_2013
Ipomoea mauritiana,rainforest,ATRP_2020; Cooper_2013
Ipomoea muelleri,rainforest,ATRP_2020
Ipomoea nil,rainforest,ATRP_2020; Cooper_2013
Ipomoea obscura,rainforest,ATRP_2020; Cooper_2013
Ipomoea pes-caprae subsp. brasiliensis,rainforest,ATRP_2020
Ipomoea plebeia,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Ipomoea quamoclit,rainforest,ATRP_2020; Cooper_2013
Ipomoea saintronanensis,rainforest,ATRP_2020; Cooper_2013
Ipomoea sp. Merluna (B.Hyland 21374V),rainforest,ATRP_2020
Ipomoea trichosperma,rainforest,ATRP_2020
Ipomoea triloba,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Ipomoea velutina,rainforest woodland,ATRP_2020; Cooper_2013; Lord_1997
Ipomoea violacea,rainforest,ATRP_2020
Isachne confusa,rainforest,ATRP_2020
Isolepis humillima,rainforest,ATRP_2020
Ixora oreogena,rainforest,ATRP_2020; Cooper_2013
Ixora queenslandica,rainforest,ATRP_2020; Cooper_2013
Jacquemontia paniculata,rainforest shrubland,ATRP_2020; Clarke_2015; Cooper_2013
Jagera madida,rainforest,ATRP_2020
Jasminum dallachii,rainforest,ATRP_2020; Cooper_2013
Jasminum didymum subsp. didymum,rainforest,ATRP_2020; Cooper_2013
Jasminum elongatum,rainforest,ATRP_2020; Cooper_2004; Cooper_2013
Jasminum kajewskii,rainforest,ATRP_2020; Cooper_2013
Jasminum longipetalum,rainforest,ATRP_2020; Cooper_2013
Josephinia imperatricis,rainforest,ATRP_2020; Cooper_2013
Kopsia arborea,rainforest,ATRP_2020; Cooper_2013
Lagerstroemia archeriana,rainforest,ATRP_2020; Cooper_2013
Larsenaikia jardinei,rainforest,ATRP_2020; Cooper_2013
Legnephora moorei,rainforest,ATRP_2020; Cooper_2013
Leionema ellipticum,rainforest,ATRP_2020; Cooper_2013
Lenwebbia lasioclada,rainforest,ATRP_2020; Cooper_2013
Lepidagathis royenii,rainforest,ATRP_2020; Cooper_2013
Lepiderema hirsuta,rainforest,ATRP_2020; Cooper_2013
Lepiderema ixiocarpa,rainforest,ATRP_2020; Cooper_2013
Lepiderema largiflorens,rainforest,ATRP_2020; Cooper_2013
Lepiderema punctulata,rainforest,ATRP_2020; Cooper_2013
Lepiderema sericolignis,rainforest,ATRP_2020; Cooper_2013
Lepiderema sp. Impulse Creek (A.B.Pollock 73),rainforest,ATRP_2020; Cooper_2013
Lepidozamia hopei,rainforest,ATRP_2020; Cooper_2013; Metcalfe_2009
Lepisanthes rubiginosa,rainforest,ATRP_2020
Lepistemon urceolatus,rainforest,ATRP_2020; Cooper_2013
Leptospermum wooroonooran,rainforest,ATRP_2020; Cooper_2013
Leucaena leucocephala,rainforest,ATRP_2020; Cooper_2013
Leucas decemdentata,rainforest,ATRP_2020; Cooper_2013
Leucopogon malayanus subsp. novoguineensis,rainforest,ATRP_2020
Leucopogon yorkensis,rainforest,ATRP_2020; Cooper_2013
Licuala ramsayi var. ramsayi,rainforest,ATRP_2020
Licuala ramsayi var. tuckeri,rainforest,ATRP_2020
Torenia crustacea,rainforest,ATRP_2020
Linospadix apetiolatus,rainforest,ATRP_2020; Cooper_2013
Linospadix microcaryus,rainforest,ATRP_2020; Cooper_2013
Linospadix minor,rainforest wet_forest,ATRP_2020; Cooper_2013; Weerasinghe_2014
Linospadix palmerianus,rainforest,ATRP_2020; Cooper_2013
Lobelia trigonocaulis,rainforest wet_sclerophyll,ATRP_2020; Cooper_2013; Fonseca_2000
Lomandra tropica,rainforest,ATRP_2020
Lophatherum gracile,rainforest,ATRP_2020
Lophospermum erubescens,rainforest,ATRP_2020; Cooper_2013
Ludwigia hyssopifolia,rainforest,ATRP_2020; Cooper_2013
