Taxon,EPBC status,MNES_DCCEEW maps
Sarcochilus hartmannii,Vulnerable,3155.806515
Sarcochilus hirticalcar,Vulnerable,40.22840211
Sarcochilus weinthalii,Vulnerable,3378.722191
Sauropus macranthus,Vulnerable,34.44781041
Scaevola macrophylla,Critically Endangered,17.25496432
Schoenia filifolia subsp. subulifolia,Endangered,78.5737507
Sclerolaena blakei,Vulnerable,9548.537866
Sclerolaena napiformis,Endangered,25848.0776
Sclerolaena walkeri,Vulnerable,107856.1303
Selaginella andrewsii,Vulnerable,122.438165
Senecio australis,Vulnerable,13.97850967
Senecio behrianus,Endangered,65.37692515
Senecio evansianus,Endangered,2.132186863
Senecio hooglandii,Vulnerable,3.272029079
Senecio macrocarpus,Vulnerable,8743.544366
Senecio megaglossus,Vulnerable,2612.505293
Senecio psilocarpus,Vulnerable,69614.21198
Solanum dissectum,Endangered,2036.243154
Solanum dunalianum,Vulnerable,728.9888647
Solanum johnsonianum,Endangered,2020.793254
Solanum karsense,Vulnerable,19352.32621
Solanum sulphureum,Endangered,147.2135311
Sophora fraseri,Vulnerable,7383.320299
Sphaerolobium acanthos,Critically Endangered,644.0754993
Sphenotoma drummondii,Endangered,3665.619581
Spirogardnera rubescens,Endangered,327.1267059
Spyridium coactilifolium,Vulnerable,87.95372757
Spyridium eriocephalum var. glabrisepalum,Vulnerable,783.4128101
Spyridium furculentum,Endangered,17.18516533
Spyridium lawrencei,Endangered,980.9449039
Spyridium obcordatum,Vulnerable,578.9829038
Stachystemon nematophorus,Vulnerable,1096.422292
Stackhousia annua,Vulnerable,1152.643092
Stenanthemum pimeleoides,Vulnerable,12.43744696
Stonesiella selaginoides,Endangered,301.5536183
Streblus pendulinus,Endangered,12.43143066
Stylidium amabile,Critically Endangered,22.22655934
Stylidium applanatum,Critically Endangered,103.0910187
Stylidium asymmetricum,Endangered,7.06052461
Stylidium coroniforme subsp. amblyphyllum,Endangered,579.6188768
Stylidium coroniforme subsp. coroniforme,Endangered,90.19825523
Stylidium ensatum,Endangered,81.37490996
Stylidium galioides,Vulnerable,206.3619907
Stylidium semaphorum,Critically Endangered,22.25083271
Styphelia longissima,Critically Endangered,0.320773714
Styphelia perileuca,Vulnerable,27.32315554
Swainsona murrayana,Vulnerable,241172.8267
Swainsona plagiotropis,Vulnerable,5722.90902
Swainsona pyrophila,Vulnerable,94002.63904
Swainsona recta,Endangered,1537.117155
Symonanthus bancroftii,Endangered,4857.086895
Symplocos baeuerlenii,Vulnerable,583.6287999
Synaphea quartzitica,Endangered,306.5190448
Synaphea sp. Fairbridge Farm (D. Papenfus 696),Critically Endangered,1890.111498
Synaphea sp. Pinjarra (R. Davis 6578),Critically Endangered,4.933485505
Synaphea sp. Pinjarra Plain (A.S. George 17182),Endangered,284.3101961
Synaphea sp. Serpentine (G.R. Brand 103),Critically Endangered,77.08808737
Synaphea stenoloba,Endangered,917.1128428
Syzygium hodgkinsoniae,Vulnerable,4105.661196
Syzygium moorei,Vulnerable,1285.143296
Syzygium paniculatum,Vulnerable,13956.27555
Syzygium velarum,Vulnerable,124.2549907
Taeniophyllum norfolkianum,Vulnerable,38.65650965
Taraxacum cygnorum,Vulnerable,3161.005242
Tasmannia glaucifolia,Vulnerable,600.760473
Tectaria devexa,Endangered,21.33514195
Tecticornia bulbosa,Vulnerable,82.90258909
Tecticornia flabelliformis,Vulnerable,1073.533023
Tephrosia leveillei,Vulnerable,1814.262729
Tetraria australiensis,Vulnerable,137.6554782
Tetratheca aphylla,Vulnerable,382.1195782
Tetratheca deltoidea,Endangered,3.989844825
Tetratheca gunnii,Critically Endangered,31.81588118
Tetratheca harperi,Vulnerable,37.32113675
Tetratheca juncea,Vulnerable,3751.330416
Tetratheca nephelioides,Critically Endangered,442.1445372
Tetratheca paynterae,Endangered,521.9559416
Thelymitra adorata,Critically Endangered,135.8797655
Thelymitra cyanapicata,Critically Endangered,8.567825888
Thelymitra dedmaniarum,Endangered,1655.048733
Thelymitra epipactoides,Endangered,1572.797086
Thelymitra hygrophila,Critically Endangered,19.70142839
Thelymitra jonesii,Endangered,1310.073212
Thelymitra kangaloonica,Critically Endangered,213.3164961
Thelymitra mackibbinii,Vulnerable,86.18468308
Thelymitra matthewsii,Vulnerable,2700.717097
Thelymitra psammophila,Vulnerable,7809.006752
Thelymitra stellata,Endangered,5615.92395
Thesium australe,Vulnerable,161330.8592
Thomasia glabripetala,Vulnerable,442.8668967
Thomasia montana,Vulnerable,526.4216945
Thomasia sp. Green Hill (S.Paust 1322),Endangered,29.7682302
Thryptomene wittweri,Vulnerable,371.6810718
Thynninorchis nothofagicola,Critically Endangered,55.55334975
Tmesipteris norfolkensis,Vulnerable,8.036456369
Toechima pterocarpum,Endangered,120.3312543
Toechima sp. East Alligator (J.Russell-Smith 8418),Endangered,32.67287225
Tomophyllum walleri,Vulnerable,751.0549552
Trachymene scapigera,Endangered,44.95660527
Tribonanthes purpurea,Vulnerable,741.3992903
Trichanthodium baracchianum,Vulnerable,535.5489939
Triplarina imbricata,Endangered,586.5746044
Triplarina nitchaga,Vulnerable,242.8819165
Triplarina nowraensis,Endangered,46.45260406
Trithuria occidentalis,Endangered,23.32989716
Triunia robusta,Endangered,1366.442996
Tropilis callitrophilis,Vulnerable,1060.194936
Tylophora linearis,Endangered,17332.68157
Tylophora rupicola,Endangered,288.0255567
Tylophora woollsii,Endangered,18668.42539
Typhonium jonesii,Endangered,6326.697073
Typhonium mirabile,Endangered,5975.962191
Typhonium taylori,Endangered,69.35773875
Ungeria floribunda,Vulnerable,9.706415507
Uromyrtus australis,Endangered,147.782614
Vanda hindsii,Vulnerable,2244.361522
Vappodes lithocola,Endangered,1871.026716
Vappodes phalaenopsis,Vulnerable,21010.77506
Velleia perfoliata,Vulnerable,104.99029
Veronica ciliolata,Vulnerable,15.13202563
Veronica derwentiana subsp. homalodonta,Critically Endangered,2398.931249
Veronica parnkalliana,Endangered,172.2458496
Verticordia albida,Endangered,198.5732375
Verticordia apecta,Critically Endangered,54.12891237
Verticordia carinata,Vulnerable,1193.155783
Verticordia crebra,Vulnerable,1615.945004
Verticordia densiflora var. pedunculata,Endangered,55.86263005
Verticordia fimbrilepis subsp. australis,Vulnerable,33.98609828
Verticordia fimbrilepis subsp. fimbrilepis,Endangered,6077.142889
Verticordia helichrysantha,Vulnerable,507.6119733
Verticordia hughanii,Endangered,45.05958011
Verticordia pityrhops,Endangered,8.619541895
Verticordia plumosa var. ananeotes,Endangered,17.57137651
Verticordia plumosa var. vassensis,Endangered,102.3598644
Verticordia spicata subsp. squamosa,Endangered,272.8736863
Verticordia staminosa subsp. staminosa,Endangered,1551.155045
Verticordia staminosa var. cylindracea,Endangered,5976.702021
Vrydagzynea grayi,Endangered,212.7012674
Westringia crassifolia,Endangered,261.4286883
Westringia cremnophila,Vulnerable,2.667060487
Westringia davidii,Vulnerable,34.78243993
Westringia kydrensis,Endangered,21.07570329
Westringia parvifolia,Vulnerable,5087.451035
Westringia rupicola,Vulnerable,223.5286039
Wikstroemia australis,Critically Endangered,5.73116297
Wollemia nobilis,Critically Endangered,5118.359448
Wurmbea calcicola,Endangered,27.09685256
Wurmbea tubulosa,Endangered,820.4601216
Xanthorrhoea arenaria,Vulnerable,40.63873267
Xanthorrhoea bracteata,Endangered,2865.001024
Xanthostemon formosus,Endangered,49.19596122
Xanthostemon oppositifolius,Vulnerable,646.4693521
Xerochrysum palustre,Vulnerable,69487.93914
Xerothamnella herbacea,Endangered,175.1347438
Xerothamnella parvifolia,Vulnerable,6683.736944
Xylopia monosperma,Endangered,2872.096307
Xylosma parvifolia,Endangered,0.787178435
Xyris exilis,Vulnerable,355.1601234
Zehneria baueriana,Endangered,8.036456369
Zeuxine polygonoides,Vulnerable,1358.808126
Zieria adenophora,Endangered,2.104163263
Zieria baeuerlenii,Endangered,3.094454225
Zieria bifida,Endangered,14.67352217
Zieria buxijugum,Endangered,2.137839366
Zieria citriodora,Vulnerable,203.7323646
Zieria collina,Vulnerable,281.4401853
Zieria covenyi,Endangered,16.22232477
Zieria floydii,Endangered,96.24492129
Zieria formosa,Endangered,0.68940993
Zieria granulata,Endangered,243.1543737
Zieria ingramii,Endangered,1221.643362
Zieria involucrata,Vulnerable,374.0277475
Zieria lasiocaulis,Endangered,539.2595304
Zieria murphyi,Vulnerable,234.3646945
Zieria obcordata,Endangered,108.5715262
Zieria obovata,Vulnerable,81.77890448
Zieria parrisiae,Critically Endangered,28.58293797
Zieria prostrata,Endangered,13.3216196
Zieria rimulosa,Vulnerable,25.72052363
Zieria tuberculata,Vulnerable,17.69682347
Zieria verrucosa,Vulnerable,724.2250248
