EPBCA no.,EPBCA sp. name,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes
3614,Conostylis dielsii subsp. teres,0,Irwin's Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
5885,Conostylis drummondii,1,Drummond's Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
9254,Conostylis lepidospermoides,1,Sedge Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
17635,Conostylis micrantha,1,Small-flowered Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21320,Conostylis misera,1,Grass Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14362,Conostylis rogeri,1,"Kulin Conostylis, Single-flowered Conostylis",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
13920,Conostylis seorsiflora subsp. trichophylla,0,Hairy Mat Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
5775,Conostylis setigera subsp. dasys,0,Boscabel Conostylis,Plant,1,CR,Critically Endangered,1,,6/11/2009,YES,not eligible,CR,EN,VU,not eligible,,
10906,Conostylis wonganensis,1,Wongan Conostylis,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21218,Coopernookia georgei,1,Mauve Coopernookia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
9174,Coopernookia scabridiuscula,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
37851,Coprosma baueri,1,Coastal Coprosma,Plant,1,EN,Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
37884,Coprosma pilosa,1,Mountain Coprosma,Plant,1,EN,Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
14659,Corchorus cunninghamii,1,Native Jute,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
65878,Cordyline obtecta,1,Ti,Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
17820,Corokia whiteana,1, ,Plant,1,EN,Endangered,1,,10/5/2022,YES,not eligible,"EN (B2ab(i,ii,iii,iv,v))",Insufficient info,VU,Insufficient info,,
17007,Correa baeuerlenii,1,Chef's Cap,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7226,Correa calycina,1,Hindmarsh Correa,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
83820,Correa eburnea,1,Deep Creek Correa,Plant,1,EN,Endangered,1,,1/24/2014,YES,not eligible,EN,not eligible,not eligible,not eligible,,
66626,Correa lawrenceana var. genoensis,0,Genoa River Correa,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
76410,Corunastylis brachystachya,1,Short-spiked Midge-orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
78973,Corunastylis ectopa,1,"Brindabella Midge-orchid, Ectopic Midge-orchid",Plant,1,CR,Critically Endangered,1,,6/6/2005,YES,not eligible,CR,CR,CR,Insufficient info,,
76411,Corunastylis firthii,1,Firth's Midge-orchid,Plant,1,CR,Critically Endangered,1,,10/16/2001,YES,Insufficient info,CR,CR,CR,Insufficient info,,
84692,Corunastylis insignis,1,"Wyong Midge Orchid 1, Variable Midge Orchid 1",Plant,1,CR,Critically Endangered,1,,7/19/2014,YES,Insufficient info,"CR [A1 a, b(i-v)]","CR [A2, a, b(i-v)]",CR,Insufficient info,criterion 3 assessment garbled,
82945,Corunastylis littoralis,1,Tuncurry Midge Orchid,Plant,1,CR,Critically Endangered,1,Genoplesium littorale,2/22/2011,YES,not eligible,CR,EN,not eligible,not eligible,,
86263,Corunastylis sp. Charmhaven (NSW 896673),1,Wyong Midge Orchid 2,Plant,1,CR,Critically Endangered,1,Genoplesium branwhiteorum,7/19/2014,YES,Insufficient info,"CR [A1, A2 and a, b(i-v)]","CR [A2, a, b(i-v)]",CR,not eligible,criterion 3 assessment garbled,
55042,Corybas dentatus,1,"Toothed Helmet-orchid, Finniss Helmet-orchid",Plant,1,VU,Vulnerable,1,"Corybas sp. Finniss (R.Bates 28794) [synonym, previously listed as EN]",7/16/2000,NO,,,,,,,
6494,Corybas montanus,1,Small Helmet-orchid,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
84309,Corybas sulcatus,1,Grooved Helmet-orchid,Plant,1,CR,Critically Endangered,1,Nematoceras sulcatum,2/26/2013,YES,not eligible,CR,not eligible,not eligible,not eligible,,
64072,Corymbia clandestina,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64101,Corymbia leptoloma,1,Yellowjacket,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64015,Corymbia rhodops,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64021,Corymbia xanthope,1,Glen Geddes Bloodwood,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
19303,Corynocarpus rupestris subsp. rupestris,0,Glenugie Karaka,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3066,Cossinia australiana,1,Cossinia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
77046,Craspedia preminghana,1,Preminghana Billybutton,Plant,1,EN,Endangered,1,,7/6/2004,YES,Insufficient info,not eligible,Insufficient info,EN,Insufficient info,,
64874,Crepidium lawleri,1, ,Plant,1,EN,Endangered,1,Dienia lawleri,7/16/2000,NO,,,,,,,
84796,Croton mamillatus,1,Bahrs Scrub Croton,Plant,1,CR,Critically Endangered,1,,9/7/2023,YES,Insufficient info,EN ( B1+2ab(i-v)),CR (C2a(i)),VU,Insufficient info,,
11976,Cryptocarya foetida,1,"Stinking Cryptocarya, Stinking Laurel",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
19533,Cryptostylis hunteriana,1,Leafless Tongue-orchid,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
83505,Ctenopterella blechnoides,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3205,Cupaniopsis shirleyana,1,Wedge-leaf Tuckeroo,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3322,Cupaniopsis tomentella,1,Boonah Tuckeroo,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18628,Cyathea exilis,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
5780,Cycas cairnsiana,1,a cycad,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55794,Cycas megacarpa,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55797,Cycas ophiolitica,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55796,Cycas platyphylla,1,a cycad,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55778,Cycas silvestris,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
82770,Cyclophyllum costatum,1,a shrub,Plant,1,VU,Vulnerable,1,Canthium costatum,7/16/2000,NO,,,,,,,
12533,Cynanchum elegans,1,White-flowered Wax Plant,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
10265,Cyperus cephalotes,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21559,Cyperus semifertilis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
67186,Daphnandra johnsonii,1,Illawarra Socketwood,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
9004,Darwinia acerosa,1,Fine-leaved Darwinia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
8763,Darwinia apiculata,1,Scarp Darwinia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14619,Darwinia biflora,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
9736,Darwinia carnea,1,"Mogumber Bell, Narrogin Bell",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64877,Darwinia chapmaniana,1,Chapman's Bell,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
17296,Darwinia collina,1,Yellow Mountain Bell,Plant,1,CR,Critically Endangered,1,,10/5/2022,YES,Insufficient info,"CR (B1ab(i,ii,iii,iv,v))",Insufficient info,not eligible,Insufficient info,,
56706,Darwinia ferricola,1,Scott River Darwinia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
83190,Darwinia foetida,1,Muchea Bell,Plant,1,CR,Critically Endangered,1,,6/11/2009,YES,not eligible,CR,EN,not eligible,not eligible,,
18538,Darwinia masonii,1,Mason's Darwinia,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21512,Darwinia meeboldii,1,Cranbrook Bell,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
83191,Darwinia nubigena,1,"Success Bell, Red Mountain Bell",Plant,1,VU,Vulnerable,1,Darwinia sp. Stirling Range (G.J. Keighery 5732),7/16/2000,NO,,,,,,,
13188,Darwinia oxylepis,1,Gillam's Bell,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
83192,Darwinia polychroma,1,Harlequin Bell,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15694,Darwinia squarrosa,1,"Fringed Mountain Bell, Pink Mountain Bell",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
83193,Darwinia whicherensis,1,Abba Bell,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15626,Darwinia wittwerorum,1,Wittwer's Mountain Bell,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
38829,Dasymalla axillaris,1,Native Foxglove,Plant,1,CR,Critically Endangered,1,,8/19/2010,YES,not eligible,CR,CR,EN,not eligible,,
67219,Davidsonia jerseyana,1,Davidson's Plum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
67178,Davidsonia johnsonii,1,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56696,Daviesia bursarioides,1,Three Springs Daviesia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64882,Daviesia cunderdin,1,Cunderdin Daviesia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
19617,Daviesia dielsii,1,Diels' Daviesia,Plant,1,EN,Endangered,1,,6/11/2009,YES,not eligible,EN,EN,VU,not eligible,,
3567,Daviesia discolor,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18599,Daviesia elongata subsp. elongata,0, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
3477,Daviesia euphorbioides,1,Wongan Cactus,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
65037,Daviesia glossosema,1,Maroon-flowered Daviesia,Plant,1,CR,Critically Endangered,1,,8/18/2006,YES,CR,CR,VU,VU,Insufficient info,,
55052,Daviesia laevis,1,Grampians Bitter-pea,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56785,Daviesia megacalyx,1,Long-sepalled Daviesia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56766,Daviesia microcarpa,1,Norseman Pea,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
17311,Daviesia obovata,1,Paddle-leaf Daviesia,Plant,1,EN,Endangered,1,,1/8/2009,YES,Insufficient info,EN,EN,not eligible,Insufficient info,,
21193,Daviesia ovata,1,Broad-leaf Daviesia,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,not eligible,"CR [B1ab(iii,v)+B2ab(iii,v)]",EN [C2a(i)],EN,Insufficient info,,
56747,Daviesia pseudaphylla,1,Stirling Range Daviesia,Plant,1,CR,Critically Endangered,1,,3/31/2023,YES,CR(A4bce),"CR(B1ab(I,ii,iii,iv,v))",VU(C1),not eligible,Insufficient info,,
56698,Daviesia speciosa,1,Beautiful Daviesia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
78796,Decaspermum struckoilicum,1,Struck Oil Myrtle,Plant,1,CR,Critically Endangered,1,,3/20/2023,YES,Insufficient info,"CR(B1+2ab(I,ii,iii,iv,v))","CR(C2a(I,ii))",CR,Insufficient info,,
15240,Dendrobium antennatum,1,Antelope Orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
10306,Dendrobium bigibbum,1,Cooktown Orchid,Plant,1,VU,Vulnerable,1,Vappodes bigibba,7/16/2000,NO,,,,,,,
2592,Dendrobium brachypus,1,Norfolk Island Orchid,Plant,1,EN,Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
13585,Dendrobium johannis,1,Chocolate Tea Tree Orchid,Plant,1,VU,Vulnerable,1,Cepobaculum johannis,7/16/2000,NO,,,,,,,
14310,Dendrobium mirbelianum,1,"Dark-stemmed Antler Orchid, Mangrove Orchid",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
11289,Dendrobium nindii,1,an orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
91342,Denhamia megacarpa,1,Large-fruited Denhamia,Plant,1,EN,Endangered,1,,10/5/2022,YES,EN (A4a),"EN (B1 & 2ab(i,ii,iii,iv,v))",EN (C1),"VU (D1,D2)",Insufficient info,,
18106,Denhamia parvifolia,1,Small-leaved Denhamia,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
17972,Desmodium acanthocladum,1,Thorny Pea,Plant,1,VU,Vulnerable,1,Pedleya acanthoclada,7/16/2000,NO,,,,,,,
7438,Deyeuxia appressa,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
20644,Deyeuxia drummondii,1,"Drummond's Grass, Drummond Grass",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
12432,Deyeuxia lawrencei,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
24421,Deyeuxia pungens,1,Narrow-leaf Bent-grass,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64886,Dianella amoena,1,Matted Flax-lily,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
5481,Dichanthium queenslandicum,1,King Blue-grass,Plant,1,EN,Endangered,1,,2/26/2013,YES,not eligible,EN,not eligible,not eligible,not eligible,,
14159,Dichanthium setosum,1,bluegrass,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
24118,Didymoglossum exiguum,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
18548,Diospyros mabacea,1,"Red-fruited Ebony, Silky Persimmon, Ebony",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
15585,Diplazium cordifolium,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12764,Diplazium pallidum,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21484,Diploglottis campbellii,1,Small-leaved Tamarind,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
6601,Diplolaena andrewsii,1, ,Plant,1,EN,Endangered,1,,2/15/2018,YES,Insufficient info,EN [B1ab(iii)+2ab(iii)],not eligible,VU,Insufficient info,,
55051,Dipodium campanulatum,1,Bell Flower Hyacinth Orchid,Plant,1,EN,Endangered,1,,5/21/2015,YES,not eligible,EN [B2(a) (b)(iii)(iv)(v)],EN [(B)(a)(b)(iii)(iv)(v)],VU,not eligible,criterion 3 assessment garbled,
2723,Dipodium pictum,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
82026,Dischidia litoralis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21588,Diuris aequalis,1,Buttercup Doubletail,Plant,1,EN,Endangered,1,,3/2/2021,NO,Insufficient info,EN (B2ab(iii)),Insufficient info,VU (D),Insufficient info,,
64654,Diuris basaltica,1,"Small Golden Moths Orchid, Early Golden Moths",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
20090,Diuris bracteata,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
4365,Diuris drummondii,1,Tall Donkey Orchid,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
88275,Diuris eborensis,1, ,Plant,1,EN,Endangered,1,,5/11/2018,YES,Insufficient info,"EN [B1a, b(iii),(v) B2a,b(iii), (v)]",VU [C2a(i),Insufficient info,Insufficient info,,
55075,Diuris flavescens,1,"Pale Yellow Doubletail, Wingham Doubletail",Plant,1,CR,Critically Endangered,1,,1/24/2014,YES,not eligible,CR,CR,EN,not eligible,,
21243,Diuris fragrantissima,1,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
10231,Diuris lanceolata,1,Snake Orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55082,Diuris micrantha,1,Dwarf Bee-orchid,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64565,Diuris ochroma,1,Pale Golden Moths,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18325,Diuris pedunculata,1,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55086,Diuris praecox,1,Newcastle Doubletail,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12950,Diuris purdiei,1,Purdie's Donkey-orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
6425,Diuris venosa,1,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
12149,Dodonaea procumbens,1,Trailing Hop-bush,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
15140,Dodonaea rupicola,1,Velvet Hopbush,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
11956,Dodonaea subglandulifera,1,Peep Hill Hop-bush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56777,Drakaea concolor,1,Kneeling Hammer-orchid,Plant,1,VU,Vulnerable,1,Drakaea concolor Hopper & A.P. Brown nom. inval.,7/16/2000,NO,,,,,,,
56778,Drakaea confluens,1,Late Hammer-orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
16753,Drakaea elastica,1,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64669,Drakaea isolata,1,Lonely Hammer-orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56755,Drakaea micrantha,1,Dwarf Hammer-orchid,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
9940,Drosera prolifera,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
17085,Drosera schizandra,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
9193,Drummondita ericoides,1,Morseby Range Drummondita,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64888,Drummondita longifolia,1,Peak Charles Drummondita,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
87538,Duma horrida subsp. abdita,0,Remote Thorny Lignum,Plant,1,CR,Critically Endangered,1,Muehlenbeckia horrida subsp. abdita,8/18/2006,YES,CR,EN,EN,VU,Insufficient info,,
65892,Dysoxylum bijugum,1,"Sharkwood, a tree",Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
76351,Eidothea hardeniana,1,Nightcap Oak,Plant,1,CR,Critically Endangered,1,,7/23/2002,YES,Insufficient info,CR,not eligible,EN,Insufficient info,,
65147,Elaeocarpus miegei,1,,Plant,1,EN,Endangered,1,,3/31/2022,YES,Insufficient info,"EN (B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv))",Insufficient info,EN,Insufficient info,,
83093,Elaeocarpus sedentarius,1,Minyon Quandong,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
8956,Elaeocarpus williamsianus,1,Hairy Quandong,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
33862,Elatostema montanum,1,Mountain Procris,Plant,1,CR,Critically Endangered,1,,11/25/2003,YES,not eligible,CR,CR,EN,Insufficient info,,
64893,Eleocharis keigheryi,1,Keighery's Eleocharis,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
15320,Eleocharis obicis,1,a spike rush,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
2519,Eleocharis papillosa,1,Dwarf Desert Spike-rush,Plant,1,VU,Vulnerable,1,,8/18/2006,YES,Insufficient info,VU,Insufficient info,Insufficient info,Insufficient info,,
23672,Eleocharis retroflexa,1,a sedge,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
52889,Endiandra cooperana,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
52955,Endiandra floydii,1,Floyd's Walnut,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
13866,Endiandra hayesii,1,"Rusty Rose Walnut, Velvet Laurel",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
15428,Epacris apsleyensis,1,Apsley Heath,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
17625,Epacris barbata,1,"Bearded Heath, Freycinet Heath",Plant,1,EN,Endangered,1,,11/26/2008,YES,Insufficient info,EN,not eligible,not eligible,Insufficient info,,
19879,Epacris exserta,1,South Esk Heath,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
24010,Epacris glabella,1,"Funnel Heath, Smooth Heath",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
18719,Epacris grandis,1,"Grand Heath, Tall Heath",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
82822,Epacris graniticola,1,"Mt Cameron Heath, Granite Heath",Plant,1,CR,Critically Endangered,1,,6/30/2009,YES,VU,CR,not eligible,not eligible,not eligible,,
8700,Epacris hamiltonii,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
24011,Epacris limbata,1,"Border Heath, Bordered Heath",Plant,1,CR,Critically Endangered,1,,7/23/2002,YES,CR,EN,not eligible,not eligible,Insufficient info,,
16450,Epacris sparsa,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
10348,Epacris stuartii,1,"Stuart's Heath, Southport Heath",Plant,1,CR,Critically Endangered,1,,10/16/2001,YES,VU,CR,EN,not eligible,Insufficient info,,
20375,Epacris virgata,1,"Pretty Heath, Dan Hill Heath",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
6192,Epilobium brunnescens subsp. beaugleholei,0,Bog Willow-herb,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6469,Eremochloa muricata,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
84926,Eremophila ciliata,1, ,Plant,1,EN,Endangered,1,,5/11/2018,YES,not eligible,not eligible,not eligible,EN,Insufficient info,,
64569,Eremophila denticulata subsp. denticulata,0,Fitzgerald Eremophila,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64570,Eremophila denticulata subsp. trisulcata,0,Cumquat Eremophila,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,"conservation advice notes WA assessment as EN [B1ab(iv,v)+ 2ab(iv,v)]",
84927,Eremophila glabra subsp. chlorella,0, ,Plant,1,EN,Endangered,1,,2/15/2018,YES,Insufficient info,"EN [B2ab(i,ii,iii,iv,v)]",not eligible,not eligible,Insufficient info,,
89454,Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005),0,,Plant,1,CR,Critically Endangered,1,,6/24/2019,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",CR [C2a(i)],CR,Insufficient info,,
86684,Eremophila koobabbiensis,1,"Koobabbie Eremophila, Koobabbie Poverty Bush",Plant,1,CR,Critically Endangered,1,,12/1/2009,YES,not eligible,CR,CR,CR,not eligible,,
2416,Eremophila lactea,1,Milky Emu Bush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14431,Eremophila nivea,1,Silky Eremophila,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64894,Eremophila pinnatifida,1,Pinnate-leaf Eremophila,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56749,Eremophila prostrata,1,Rainbow Valley Fuchsia Bush,Plant,1,VU,Vulnerable,1,"Eremophila sp. Rainbow Valley (T.S. Henshall, 1181)",7/16/2000,NO,,,,,,,
11735,Eremophila resinosa,1,Resinous Eremophila,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
65124,Eremophila rostrata,1,Beaked Eremophila,Plant,1,CR,Critically Endangered,1,,12/1/2009,YES,not eligible,CR,CR,EN,not eligible,,
16729,Eremophila scaberula,1,Rough Emu Bush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
89829,Eremophila subangustifolia,1,Narrow-leaf Eremophila,Plant,1,CR,Critically Endangered,1,Eremophila sp. Narrow leaves (J.D.Start D12-150),5/11/2018,YES,Insufficient info,"CR [B1ab(ii,iii,v)+B2ab(ii,iii,v)]",EN [C2(a)(i)],EN,Insufficient info,,
56702,Eremophila subteretifolia,1,Lake King Eremophila,Plant,1,EN,Endangered,1,Eremophila sp. Subteretifolia (K.R.Newby 10924),7/16/2000,NO,,,,,,,
2293,Eremophila ternifolia,1,Wongan Eremophila,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64596,Eremophila vernicosa,1,Resinous Poverty Bush,Plant,1,VU,Vulnerable,1,Eremophila vernicosa Chinnock ms,8/18/2006,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,,
7032,Eremophila verticillata,1,Whorled Eremophila,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21433,Eremophila virens,1,"Campion Eremophila, Green-flowered Emu bush",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
2394,Eremophila viscida,1,Varnish Bush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
7649,Eriocaulon australasicum,1,"Austral Pipewort, Southern Pipewort",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
10584,Eriocaulon carsonii,1,"Salt Pipewort, Button Grass",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64516,Eryngium fontanum,1,Blue Devil,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
91740,Erythroxylum sp. Cholmondely Creek (J.R.Clarkson 9367) (Northern Territory Population),0,,Plant,1,VU,Vulnerable,1,Erythroxylum pusillum  Clarkson ined ,3/25/2023,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,,
24260,Eucalyptus absita,1,Badgingarra Box,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
