EPBCA no.,EPBCA sp. name,species,EPBCA common name,Group,taxon_group,EBPCA_Status,EPBCA status,EPBCA_not_extinct,Other sci names,Listing date,listing criteria/,1,2,3,4,5,assessment notes,other notes
9003,Macropteranthes montana,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64582,Macrozamia conferta,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64681,Macrozamia cranei,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55674,Macrozamia johnsonii,1,Johnson's Cycad,Plant,1,EN,Endangered,1,,10/5/2022,YES,Insufficient info,EN (B1ab(iii)+2ab(iii)),not eligible,not eligible,Insufficient info,,
55406,Macrozamia lomandroides,1,cycad,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
11843,Macrozamia macdonnellii,1,MacDonnell Ranges Cycad,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64583,Macrozamia machinii,1, ,Plant,1,VU,Vulnerable,1,Macrozamia plurinervia,7/16/2000,NO,,,,,,,
64584,Macrozamia occidua,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64682,Macrozamia parcifolia,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
5712,Macrozamia pauli-guilielmi,1,Pineapple Zamia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
3412,Macrozamia platyrhachis,1,cycad,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
8008,Maireana cheelii,1,Chariot Wheels,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16197,Marattia salicina,1,"King Fern, Para, Potato Fern",Plant,1,EN,Endangered,1,Ptisana salicina,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
83925,Marianthus paralius,1, ,Plant,1,EN,Endangered,1,,2/15/2018,YES,Insufficient info,"EN [B1ab(iii,v)+2ab(iii,v)]",EN [C2(a)(i)],EN,Insufficient info,,
64585,Marsdenia brevifolia,1, ,Plant,1,VU,Vulnerable,1,Leichhardtia brevifolia,7/16/2000,NO,,,,,,,
2794,Marsdenia longiloba,1,Clear Milkvine,Plant,1,VU,Vulnerable,1,Leichhardtia longiloba,7/16/2000,NO,,,,,,,
64529,Marsdenia paludicola,1, ,Plant,1,VU,Vulnerable,1,Leichhardtia paludicola,7/16/2000,NO,,,,,,,
12192,Medicosma elliptica,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
17533,Medicosma obovata,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
5583,Melaleuca biconvexa,1,Biconvex Paperbark,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
5818,Melaleuca deanei,1,Deane's Melaleuca,Plant,1,VU,Vulnerable,1,,4/4/2001,YES,Insufficient info,Insufficient info,VU,VU,Insufficient info,,
13192,Melaleuca kunzeoides,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
24324,Melaleuca sciotostyla,1,Wongan Melaleuca,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
89456,Melaleuca sp. Wanneroo (G.J. Keighery 16705),1,,Plant,1,EN,Endangered,1,,6/24/2019,YES,Insufficient info,"EN [B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)]",EN [C1],VU,Insufficient info,,
91558,Melichrus gibberagee,1,Narrow-leaf Melichrus,Plant,1,EN,Endangered,1,Melichrus sp. Gibberagee (Benwell 97239),7/16/2000,NO,,,,,,,
82048,Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),1,Hairy Melichrus,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22042,Melicope littoralis,1,Shade Tree,Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
56677,Melicytus latifolius,1,Norfolk Island Mahoe,Plant,1,CR,Critically Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,,
56680,Melicytus ramiflorus subsp. oblongifolius,0,"Whiteywood, a tree",Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
65881,Meryta angustifolia,1,a tree,Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
65882,Meryta latifolia,1,"Shade Tree, Broad-leaved Meryta",Plant,1,CR,Critically Endangered,1,,11/25/2003,YES,not eligible,CR,CR,CR,Insufficient info,,
64933,Microcarpaea agonis,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
3498,Microcorys eremophiloides,1,Wongan Microcorys,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
13711,Microlepidium alatum,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6870,Micromyrtus blakelyi,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64647,Micromyrtus grandis,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
11485,Micromyrtus minutiflora,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64530,Microtis angusii,1,Angus's Onion Orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
6780,Microtis globula,1,South-Coast Mignonette Orchid,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
13753,Minuria tridens,1,Minnie Daisy,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,Insufficient info,VU,not eligible,Insufficient info,"re-assessed in 2012, and status retained",
8269,Mitrantia bilocularis,1,,Plant,1,CR,Critically Endangered,1,,3/20/2023,YES,Insufficient info,"CR(B1+B2ab(I,ii,iii,iv,v))","CR(C2a(I,ii))",CR,Insufficient info,,
82029,Mitrella tiwiensis,1,a vine,Plant,1,VU,Vulnerable,1,Mitrella sp. Melville Island (C.R.Dunlop 6556) NT Herbarium,8/18/2006,YES,Insufficient info,not eligible,Insufficient info,VU,Insufficient info,,
24618,Monogramma dareicarpa,1,Grass Fern,Plant,1,EX,Extinct,,Haplopteris dareicarpa,7/16/2000,EX,,,,,,,
7719,Monotoca rotundifolia,1,Trailing Monotoca,Plant,1,EN,Endangered,1,,3/31/2023,YES,Insufficient info,EN(B1ab(iii)+2ab(iii)),Insufficient info,not eligible,Insufficient info,,
68510,Muehlenbeckia australis,1,"Shrubby Creeper, Pohuehue",Plant,1,EN,Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
64934,Muehlenbeckia tuggeranong,1,Tuggeranong Lignum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
7200,Musa fitzalanii,1,Daintree's River Banana,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
24223,Myoporum cordifolium,1,Jerramungup Myoporum,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
50255,Myoporum obscurum,1,"Popwood, Sandalwood, Bastard Ironwood",Plant,1,CR,Critically Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,,
18695,Myriocephalus nudus,1,,Plant,1,EX,Extinct,,,6/24/2019,EX,,,,,,,
8230,Myriophyllum coronatum,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55940,Myriophyllum lapidicola,1,Chiddarcooping Myriophyllum,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
19919,Myriophyllum porcatum,1,Ridged Water-milfoil,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
11852,Myrmecodia beccarii,1,Ant Plant,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
83889,Myrsine ralstoniae,1,Beech,Plant,1,VU,Vulnerable,1,Rapanea ralstoniae,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
83888,Myrsine richmondensis,1,"Purple-leaf Muttonwood, Lismore Muttonwood",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14319,Neisosperma kilneri,1, ,Plant,1,VU,Vulnerable,1,Ochrosia kilneri,7/16/2000,NO,,,,,,,
68807,Nematoceras dienemum,1, ,Plant,1,CR,Critically Endangered,1,Corybas dienemus,2/12/2010,YES,not eligible,CR,not eligible,not eligible,not eligible,,
64935,Nematolepis frondosa,1,Leafy Nematolepis,Plant,1,CR,Critically Endangered,1,,3/31/2023,YES,EN(A4abc),"CR(B1ab(I,ii,iii,v)+2ab(I,ii,iii,v)",EN(C2a(ii),not eligible,Insufficient info,,
64936,Nematolepis rhytidophylla,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64937,Nematolepis squamea subsp. coriacea,0,Harsh Nematolepis,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64938,Nematolepis wilsonii,1,Shiny Nematolepis,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6404,Neoastelia spectabilis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
13375,Neoroepera buxifolia,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
18434,Newcastelia velutina,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
89873,Nitella parooensis,1,a green algae,Plant,1,CR,Critically Endangered,1,,12/11/2020,YES,Insufficient info,CR(B1ab(iii)B2ab(iii)),Insufficient info,VU(D2),Insufficient info,,
81858,Notelaea ipsviciensis,1,Cooneana Olive,Plant,1,CR,Critically Endangered,1,,1/16/2009,YES,not eligible,CR,CR,CR,not eligible,,
15002,Notelaea lloydii,1,Lloyd's Olive,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
5388,Oberonia attenuata,1,Mossman Fairy Orchid,Plant,1,CR,Critically Endangered,1,,4/30/2016,YES,VU [A4(d)],CR [B1ab(v)+2ab(v)],CR [C2a(ii)],EN,Insufficient info,,
11350,Ochrosia moorei,1,Southern Ochrosia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
10666,Olax angulata,1,Minnie Waters Olax,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
86648,Olearia arckaringensis,1,Arckaringa Daisy,Plant,1,EN,Endangered,1,,12/7/2016,YES,Insufficient info,EN [B1 B2 (a)(b) (i)(ii)(v)],EN [C2 (i)],VU,Insufficient info,,
21881,Olearia astroloba,1,Marble Daisy-bush,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6710,Olearia cordata,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
2083,Olearia flocktoniae,1,Dorrigo Daisy-bush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
5631,Olearia hygrophila,1,"Swamp Daisy, Water Daisy",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
14180,Olearia macdonnellensis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21465,Olearia microdisca,1,Small-flowered Daisy-bush,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
11592,Olearia oliganthema,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
12348,Olearia pannosa subsp. pannosa,0,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
87983,Olearia rugosa subsp. distalilobata,0,,Plant,1,EN,Endangered,1,,11/15/2023,YES,Insufficient info,"EN (B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v))",VU (C2a(i)),VU (D1+D2),Insufficient info,,
64586,Omphalea celata,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
16394,Opercularia acolytantha,1,Esperance Dog Weed,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
83552,Oreogrammitis reinwardtii,1, ,Plant,1,VU,Vulnerable,1,Grammitis reinwardtii,7/16/2000,NO,,,,,,,
85015,Ornduffia calthifolia,1,Mountain Villarsia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
11344,Owenia cepiodora,1,"Onionwood, Bog Onion, Onion Cedar",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56133,Ozothamnus eriocephalus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
77384,Ozothamnus reflexifolius,1,Reflexed Everlasting,Plant,1,VU,Vulnerable,1,,7/6/2004,YES,Insufficient info,Insufficient info,not eligible,VU,Insufficient info,,
52454,Ozothamnus selaginoides,1,"Clubmoss Everlasting, Table Mountain Daisy Bush",Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
56203,Ozothamnus tesselatus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56207,Ozothamnus vagans,1,Wollumbin Dogwood,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
8825,Pandanus spiralis var. flammeus,0,Edgar Range Pandanus,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
86882,Paracaleana dixonii,1,Sandplain Duck Orchid,Plant,1,EN,Endangered,1,Caleana dixonii,7/16/2000,NO,,,,,,,
86387,Paragoodia crenulata,1, ,Plant,1,CR,Critically Endangered,1,Caleana dixonii,5/14/2013,YES,not eligible,CR,EN,not eligible,not eligible,,
64684,Parsonsia dorrigoensis,1,Milky Silkpod,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64587,Parsonsia larcomensis,1,Mt Larcom Silk Pod,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
10838,Paspalidium grandispiculatum,1,a grass,Plant,1,VU,Vulnerable,1,Setaria grandispiculatum,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
55516,Paspalum batianoffii,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
83927,Patersonia spirifolia,1,Spiral-leaved Patersonia,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
84065,Pelargonium sp. Striatellum (G.W.Carr 10345),1,Omeo Stork's-bill,Plant,1,EN,Endangered,1,,12/21/2011,YES,not eligible,EN,not eligible,not eligible,not eligible,,
65890,Pennantia endlicheri,1,Pennantia,Plant,1,EN,Endangered,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
5831,Persicaria elatior,1,"Knotweed, Tall Knotweed",Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7232,Persoonia acerosa,1,Needle Geebung,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
56267,Persoonia bargoensis,1,Bargo Geebung,Plant,1,EN,Endangered,1,,9/7/2023,YES,Insufficient info,"EN ( B1ab(iii,v)+2ab(iii,v))",EN (C2a(i)),VU,Insufficient info,,
12770,Persoonia glaucescens,1,Mittagong Geebung,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
19006,Persoonia hirsuta,1,"Hairy Geebung, Hairy Persoonia",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56270,Persoonia laxa,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
10852,Persoonia marginata,1,Clandulla Geebung,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64939,Persoonia micranthera,1,Small-flowered Snottygobble,Plant,1,CR,Critically Endangered,1,,9/7/2023,YES,CR (A2bce and A4bce),"CR (B1ab(i,ii,iii,iv,v))","EN (C2a(i,ii))",VU,Insufficient info,,
56075,Persoonia mollis subsp. maxima,0, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
56094,Persoonia mollis subsp. revoluta,0,,Plant,1,VU,Vulnerable,1,,6/24/2021,YES,Insufficient info,"VU (B1ab(i,ii,iii,iv,v) + B2ab(i,ii,iii,iv,v).)",VU,Insufficient info,Insufficient info,,
18119,Persoonia nutans,1,Nodding Geebung,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
16114,Persoonia oxycoccoides,1,,Plant,1,EN,Endangered,1,,3/20/2023,YES,Insufficient info,"EN(B1ab(I,ii,iii,iv,v)+B2ab(I,ii,iii,iv,v)",EN(C2a(i)),VU,Insufficient info,,
67214,Persoonia pauciflora,1,North Rothbury Persoonia,Plant,1,CR,Critically Endangered,1,,7/8/2005,YES,EN,EN,CR,EN,VU,,
24479,Persoonia prostrata,1, ,Plant,1,EX,Extinct,,,7/16/2000,EX,,,,,,,
64532,Petrophile latericola,1,Laterite Petrophile,Plant,1,EN,Endangered,1,Petrophile sp. Whicher Range (G.J. Keighery 11790) WA Herbarium,7/16/2000,NO,,,,,,,
75847,Petrophile nivea,1, ,Plant,1,VU,Vulnerable,1,,5/11/2018,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
5872,Phaius australis,1,Lesser Swamp-orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
4918,Phaius bernaysii,1,Yellow Swamp-orchid,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
22564,Phaius pictus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
87535,Phalaenopsis rosenstromii,0,Native Moth Orchid,Plant,1,EN,Endangered,1,Phalaenopsis amabilis subsp. rosenstromii,7/16/2000,NO,,,,,,,
82049,Phaleria biflora,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
16959,Phebalium daviesii,1,"Davies' Waxflower, St Helens Waxflower",Plant,1,CR,Critically Endangered,1,,10/16/2001,YES,Insufficient info,CR,CR,CR,Insufficient info,,
81869,Phebalium distans,1,Mt Berryman Phebalium,Plant,1,EN,Endangered,1,,4/22/2022,YES,Insufficient info,"EN (B2ab(i,ii,iii,iv,v))",VU ( C2a(i)),VU (D2),Insufficient info,,
17140,Phebalium glandulosum subsp. eglandulosum,1,Rusty Desert Phebalium,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
7144,Phebalium lowanense,1,Lowan Phebalium,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
88765,Phebalium speciosum,1, ,Plant,1,CR,Critically Endangered,1,,6/24/2019,YES,Insufficient info,"CR [B1(a),(b)(iii), B2 (a),(b)(iii)]",Insufficient info,VU,Insufficient info,,
19322,Phebalium whitei,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
40324,Pherosphaera fitzgeraldii,1,Dwarf Mountain Pine,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64941,Philotheca basistyla,1,White-flowered Philotheca,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64943,Philotheca falcata,1,Sickle-leaved Waxflower,Plant,1,CR,Critically Endangered,1,,9/30/2011,YES,Insufficient info,CR,EN,not eligible,Insufficient info,,
68227,Philotheca freyciana,1,Freycinet Waxflower,Plant,1,EN,Endangered,1,,11/26/2008,YES,Insufficient info,VU,not eligible,EN,Insufficient info,,
84702,Philotheca obovatifolia,1,Mountain Wax-flower,Plant,1,VU,Vulnerable,1,,9/7/2023,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
91525,Philotheca papillata,1, ,Plant,1,VU,Vulnerable,1,,12/7/2021,YES,Insufficient info,not eligible,not eligible,VU,Insufficient info,,
64945,Philotheca wonganensis,1,Wongan Eriostemon,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
86549,Phlegmariurus carinatus,1,Keeled Tassel-fern,Plant,1,EN,Endangered,1,Huperzia carinata,7/16/2000,NO,,,,,,,
86550,Phlegmariurus dalhousieanus,1,BlueTassel-fern,Plant,1,EN,Endangered,1,Huperzia dalhousieana,7/16/2000,NO,,,,,,,
86551,Phlegmariurus filiformis,1,Rat's Tail Tassel-fern,Plant,1,EN,Endangered,1,Huperzia filiformis,7/16/2000,NO,,,,,,,
86552,Phlegmariurus lockyeri,1, ,Plant,1,VU,Vulnerable,1,Huperzia lockyeri,7/16/2000,NO,,,,,,,
86553,Phlegmariurus marsupiiformis,1,Water Tassel-fern,Plant,1,VU,Vulnerable,1,Huperzia marsupiiformis,7/16/2000,NO,,,,,,,
86556,Phlegmariurus squarrosus,1,"Rock Tassel-fern, Water Tassel-fern",Plant,1,CR,Critically Endangered,1,,1/25/2014,YES,EN,CR [B2 (a) + (b)(iv)(v)],EN,VU,Insufficient info,,
86555,Phlegmariurus tetrastichoides,1,Square Tassel Fern,Plant,1,VU,Vulnerable,1,Huperzia prolifera,7/16/2000,YES,Insufficient info,Insufficient info,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2010, and status retained",
9239,Phreatia limenophylax,1,Norfolk Island Phreatia,Plant,1,CR,Critically Endangered,1,Plexaure limenophylax,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,CR,Insufficient info,,
20193,Phreatia paleata,1,an orchid,Plant,1,EN,Endangered,1,Eria paleata,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
10133,Phyllota humifusa,1,Dwarf Phyllota,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
10839,Picris evae,1,Hawkweed,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21981,Pimelea axiflora subsp. pubescens,0,,Plant,1,EN,Endangered,1,,6/24/2019,YES,Insufficient info,not eligible,not eligible,EN,Insufficient info,,
8125,Pimelea bracteata,1,,Plant,1,CR,Critically Endangered,1,,12/7/2021,YES,CR (A4a),"EN [ B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)]",VU (C1),VU (D2),Insufficient info,,
89742,Pimelea cremnophila,1,Gorge Rice-flower,Plant,1,CR,Critically Endangered,1,,3/2/2021,YES,Insufficient info,CR (B1+B2ab(iii)),CR (C2a(ii)),EN,Insufficient info,,
4182,Pimelea curviflora var. curviflora,0, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
20849,Pimelea leptospermoides,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,YES,Insufficient info,not eligible,Insufficient info,Insufficient info,Insufficient info,"re-assessed in 2012, and status retained",
21990,Pimelea pagophila,1,Grampians Rice-flower,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
20834,Pimelea spicata,1,Spiked Rice-flower,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21979,Pimelea spinescens subsp. pubiflora,0,Wimmera Rice-flower,Plant,1,CR,Critically Endangered,1,,6/10/2009,YES,VU,CR,VU,not eligible,not eligible,,
21980,Pimelea spinescens subsp. spinescens,0,"Plains Rice-flower, Spiny Rice-flower, Prickly Pimelea",Plant,1,CR,Critically Endangered,1,,5/1/2003,YES,VU,CR,VU,VU,Insufficient info,,
16385,Pimelea venosa,1,Bolivia Hill Rice-flower,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
47181,Pittosporum bracteolatum,1,Oleander,Plant,1,VU,Vulnerable,1,,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,VU,Insufficient info,,
4962,Pityrodia augustensis,1,Mt Augustus Foxglove,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
6421,Pityrodia scabra,1,Wyalkatchem Foxglove,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
88310,Pityrodia sp. Marble Bar (G.Woodman & D.Coultas GWDC Opp 4),1, ,Plant,1,EN,Endangered,1,Quoya zonalis,5/11/2018,YES,not eligible,"EN [B1ab(ii,iii,v)+2ab(ii,iii,v)]",not eligible,not eligible,Insufficient info,,
30944,Planchonella costata,1, ,Plant,1,EN,Endangered,1,Pouteria costata,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
17340,Planchonella eerwah,1,"Shiny-leaved Condoo, Black Plum, Wild Apple",Plant,1,EN,Endangered,1,Pouteria eerwah,7/16/2000,NO,,,,,,,
14130,Plectranthus gratus,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
64589,Plectranthus habrophyllus,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
64590,Plectranthus leiperi,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55742,Plectranthus nitidus,1,"Nightcap Plectranthus, Silver Plectranthus",Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55729,Plectranthus omissus,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
55728,Plectranthus torrenticola,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
24604,Plesioneuron tuberculatum,1, ,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
21123,Pleuropappus phyllocalymmeus,1,Silver Candles,Plant,1,VU,Vulnerable,1,Angianthus phyllocalymmeus,7/16/2000,NO,,,,,,,
19832,Plinthanthesis rodwayi,1,Budawangs Wallaby-grass,Plant,1,CR,Critically Endangered,1,,3/2/2021,NO,EN (A1b; A2c),"CR (B1ab(i, ii, iii, iv, v)+2ab(i, ii, iii, iv, v))",EN (C2a(ii)),VU (D),Insufficient info,,
68812,Pneumatopteris truncata,1,fern,Plant,1,CR,Critically Endangered,1,,7/6/2004,YES,not eligible,not eligible,not eligible,CR,not eligible,,
24424,Poa sallacustris,1,Salt-lake Tussock-grass,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
82772,Polianthion minutiflorum,1, ,Plant,1,VU,Vulnerable,1,Trymalium minutiflorum,7/16/2000,NO,,,,,,,
87494,Polyphlebium endlicherianum,1,Middle Filmy Fern,Plant,1,EN,Endangered,1,Crepidomanes endlicherianum,11/25/2003,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
7237,Polyscias bellendenkerensis,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
40755,Polystichum moorei,1,Rock Shield Fern,Plant,1,EN,Endangered,1,,6/26/2015,YES,Insufficient info,Insufficient info,Insufficient info,EN,Insufficient info,,
16845,Pomaderris brunnea,1,Rufous Pomaderris,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
55151,Pomaderris clivicola,1, ,Plant,1,VU,Vulnerable,1,,7/16/2000,NO,,,,,,,
21898,Pomaderris cocoparrana,1, ,Plant,1,EN,Endangered,1,,5/11/2018,YES,Insufficient info,EN [B1ab(iii) (v) and B2ab(iii) (v)],Insufficient info,not eligible,Insufficient info,,
2043,Pomaderris cotoneaster,1,Cotoneaster Pomaderris,Plant,1,EN,Endangered,1,,7/16/2000,NO,,,,,,,
67208,Pomaderris delicata,1, ,Plant,1,CR,Critically Endangered,1,,5/11/2018,YES,Insufficient info,CR [B1ab(iii) (v) and B2ab(iii) (v)],CR [C1],EN,Insufficient info,,
21870,Pomaderris gilmourii var. cana,0,Grey Deua Pomaderris,Plant,1,CR,Critically Endangered,1,,10/5/2022,YES,Insufficient info,"CR (B1ab(iii,v)+2ab(iii,v))","CR (C2a(i,ii))",CR,Insufficient info,,
21869,Pomaderris gilmourii var. gilmourii,0,,Plant,1,EN,Endangered,1,,10/5/2022,YES,Insufficient info,EN (B1ab(iii)+2ab(iii)),Insufficient info,insufficient info,Insufficient info,,
