original_name,aligned_name,accepted_name,suggested_name,genus,family,taxon_rank,taxonomic_dataset,taxonomic_status,taxonomic_status_aligned,aligned_reason,update_reason,subclass,taxon_distribution,scientific_name,taxon_ID,taxon_ID_genus,scientific_name_ID,canonical_name,row_number,number_of_collapsed_taxa
Thelymitra orientalis,Thelymitra orientalis,Thelymitra orientalis,Thelymitra orientalis,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"SA, Vic",Thelymitra orientalis R.J.Bates,https://id.biodiversity.org.au/taxon/apni/51414370,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/230271,Thelymitra orientalis,1348,NA
Thelymitra psammophila,Thelymitra psammophila,Thelymitra psammophila,Thelymitra psammophila,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thelymitra psammophila C.R.P.Andrews,https://id.biodiversity.org.au/taxon/apni/51414388,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/54765,Thelymitra psammophila,1349,NA
Thelymitra stellata,Thelymitra stellata,Thelymitra stellata,Thelymitra stellata,Thelymitra,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thelymitra stellata Lindl.,https://id.biodiversity.org.au/taxon/apni/51414424,https://id.biodiversity.org.au/taxon/apni/51631246,https://id.biodiversity.org.au/name/apni/55000,Thelymitra stellata,1350,NA
Thesium australe,Thesium australe,Thesium australe,Thesium australe,Thesium,Santalaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,"Qld, NSW, ACT, Vic, Tas (presumed extinct)",Thesium australe R.Br.,https://id.biodiversity.org.au/node/apni/2891975,https://id.biodiversity.org.au/node/apni/2913858,https://id.biodiversity.org.au/name/apni/56224,Thesium australe,1351,NA
Thomasia gardneri,Thomasia gardneri,Thomasia gardneri,Thomasia gardneri,Thomasia,Malvaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA (presumed extinct),Thomasia gardneri Paust,https://id.biodiversity.org.au/node/apni/2891322,https://id.biodiversity.org.au/taxon/apni/51777314,https://id.biodiversity.org.au/name/apni/65385,Thomasia gardneri,1352,NA
Thomasia glabripetala,Thomasia glabripetala,Thomasia glabripetala,Thomasia glabripetala,Thomasia,Malvaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thomasia glabripetala S.J.Patrick,https://id.biodiversity.org.au/node/apni/2919601,https://id.biodiversity.org.au/taxon/apni/51777314,https://id.biodiversity.org.au/name/apni/119098,Thomasia glabripetala,1353,NA
Thomasia montana,Thomasia montana,Thomasia montana,Thomasia montana,Thomasia,Malvaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thomasia montana Steud.,https://id.biodiversity.org.au/node/apni/2902865,https://id.biodiversity.org.au/taxon/apni/51777314,https://id.biodiversity.org.au/name/apni/65653,Thomasia montana,1354,NA
Thomasia sp. Green Hill (S.Paust 1322),Thomasia sp. Green Hill (S.Paust 1322),Thomasia sp. Green Hill (S.Paust 1322),Thomasia sp. Green Hill (S.Paust 1322),Thomasia,Malvaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thomasia sp. Green Hill (S.Paust 1322) WA Herbarium,https://id.biodiversity.org.au/node/apni/2902878,https://id.biodiversity.org.au/taxon/apni/51777314,https://id.biodiversity.org.au/name/apni/154676,Thomasia sp. Green Hill (S.Paust 1322),1355,NA
Thryptomene wittweri,Thryptomene wittweri,Thryptomene wittweri,Thryptomene wittweri,Thryptomene,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Thryptomene wittweri J.W.Green,https://id.biodiversity.org.au/node/apni/2892948,https://id.biodiversity.org.au/taxon/apni/51781662,https://id.biodiversity.org.au/name/apni/94295,Thryptomene wittweri,1356,NA
Thynninorchis nothofagicola,Thynninorchis nothofagicola,Thynninorchis nothofagicola,Thynninorchis nothofagicola,Thynninorchis,Orchidaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Tas,Thynninorchis nothofagicola (D.L.Jones) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/taxon/apni/51414497,https://id.biodiversity.org.au/taxon/apni/51414493,https://id.biodiversity.org.au/name/apni/178810,Thynninorchis nothofagicola,1357,NA
Tmesipteris lanceolata,Tmesipteris lanceolata,Tmesipteris lanceolata,Tmesipteris lanceolata,Tmesipteris,Psilotaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Psilotidae,Qld (presumed extinct),Tmesipteris lanceolata P.A.Dang.,https://id.biodiversity.org.au/node/apni/2907902,https://id.biodiversity.org.au/node/apni/2918695,https://id.biodiversity.org.au/name/apni/96826,Tmesipteris lanceolata,1358,NA
Tmesipteris norfolkensis,Tmesipteris norfolkensis,Tmesipteris norfolkensis,Tmesipteris norfolkensis,Tmesipteris,Psilotaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Psilotidae,NI,Tmesipteris norfolkensis P.S.Green,https://id.biodiversity.org.au/node/apni/2905886,https://id.biodiversity.org.au/node/apni/2918695,https://id.biodiversity.org.au/name/apni/125883,Tmesipteris norfolkensis,1359,NA
Toechima pterocarpum,Toechima pterocarpum,Toechima pterocarpum,Toechima pterocarpum,Toechima,Sapindaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Toechima pterocarpum S.T.Reynolds,https://id.biodiversity.org.au/node/apni/2909457,https://id.biodiversity.org.au/taxon/apni/51447360,https://id.biodiversity.org.au/name/apni/97318,Toechima pterocarpum,1360,NA
Toechima sp. East Alligator (J.Russell-Smith 8418),Toechima sp. East Alligator (J.Russell-Smith 8418),Toechima sp. East Alligator (J.Russell-Smith 8418),Toechima sp. East Alligator (J.Russell-Smith 8418),Toechima,Sapindaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Toechima sp. East Alligator (J.Russell-Smith 8418) NT Herbarium,https://id.biodiversity.org.au/node/apni/2890148,https://id.biodiversity.org.au/taxon/apni/51447360,https://id.biodiversity.org.au/name/apni/192618,Toechima sp. East Alligator (J.Russell-Smith 8418),1361,NA
Tomophyllum walleri,Tomophyllum walleri,Ctenopteris walleri,Ctenopteris walleri,Ctenopteris,Polypodiaceae,species,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Polypodiidae,Qld,Ctenopteris walleri (Maiden & Betche) S.B.Andrews,https://id.biodiversity.org.au/node/apni/7801209,https://id.biodiversity.org.au/node/apni/7929480,https://id.biodiversity.org.au/name/apni/89236,Ctenopteris walleri,1362,NA
Trachymene scapigera,Trachymene scapigera,Trachymene scapigera,Trachymene scapigera,Trachymene,Araliaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Trachymene scapigera (Domin) B.L.Burtt,https://id.biodiversity.org.au/node/apni/2903508,https://id.biodiversity.org.au/taxon/apni/51736944,https://id.biodiversity.org.au/name/apni/75910,Trachymene scapigera,1363,NA
Trianthema cypseleoides,Trianthema cypseleoides,Trianthema cypseleoides,Trianthema cypseleoides,Trianthema,Aizoaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Trianthema cypseleoides (Fenzl) Benth.,https://id.biodiversity.org.au/node/apni/2916288,https://id.biodiversity.org.au/taxon/apni/51733717,https://id.biodiversity.org.au/name/apni/103887,Trianthema cypseleoides,1364,NA
Tribonanthes purpurea,Tribonanthes purpurea,Tribonanthes purpurea,Tribonanthes purpurea,Tribonanthes,Haemodoraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Tribonanthes purpurea T.D.Macfarl. & Hopper,https://id.biodiversity.org.au/node/apni/2919761,https://id.biodiversity.org.au/taxon/apni/51773618,https://id.biodiversity.org.au/name/apni/60191,Tribonanthes purpurea,1365,NA
Trichanthodium baracchianum,Trichanthodium baracchianum,Trichanthodium baracchianum,Trichanthodium baracchianum,Trichanthodium,Asteraceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Vic,Trichanthodium baracchianum (Ewart & Jean White) P.S.Short,https://id.biodiversity.org.au/taxon/apni/51269047,https://id.biodiversity.org.au/taxon/apni/51269048,https://id.biodiversity.org.au/name/apni/117254,Trichanthodium baracchianum,1366,NA
Triplarina imbricata,Triplarina imbricata,Triplarina imbricata,Triplarina imbricata,Triplarina,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Triplarina imbricata (Sm.) A.R.Bean,https://id.biodiversity.org.au/node/apni/2916917,https://id.biodiversity.org.au/node/apni/8552787,https://id.biodiversity.org.au/name/apni/154626,Triplarina imbricata,1367,NA
Triplarina nitchaga,Triplarina nitchaga,Triplarina nitchaga,Triplarina nitchaga,Triplarina,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Triplarina nitchaga A.R.Bean,https://id.biodiversity.org.au/node/apni/2896667,https://id.biodiversity.org.au/node/apni/8552787,https://id.biodiversity.org.au/name/apni/154690,Triplarina nitchaga,1368,NA
Triplarina nowraensis,Triplarina nowraensis,Triplarina nowraensis,Triplarina nowraensis,Triplarina,Myrtaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NSW,Triplarina nowraensis A.R.Bean,https://id.biodiversity.org.au/node/apni/2916958,https://id.biodiversity.org.au/node/apni/8552787,https://id.biodiversity.org.au/name/apni/138812,Triplarina nowraensis,1369,NA
Trithuria occidentalis,Trithuria occidentalis,Trithuria occidentalis,Trithuria occidentalis,Trithuria,Hydatellaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,WA,Trithuria occidentalis Benth.,https://id.biodiversity.org.au/node/apni/2919853,https://id.biodiversity.org.au/taxon/apni/51773785,https://id.biodiversity.org.au/name/apni/88473,Trithuria occidentalis,1370,NA
Triunia robusta,Triunia robusta,Triunia robusta,Triunia robusta,Triunia,Proteaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,Qld,Triunia robusta (C.T.White) Foreman,https://id.biodiversity.org.au/taxon/apni/51293572,https://id.biodiversity.org.au/taxon/apni/51293569,https://id.biodiversity.org.au/name/apni/89304,Triunia robusta,1371,NA
Tropilis callitrophilis,Tropilis callitrophilis,Dendrobium callitrophilum,Dendrobium callitrophilum,Dendrobium,Orchidaceae,species,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Magnoliidae,Qld,Dendrobium callitrophilum B.Gray & D.L.Jones,https://id.biodiversity.org.au/taxon/apni/51402834,https://id.biodiversity.org.au/taxon/apni/51462268,https://id.biodiversity.org.au/name/apni/154578,Dendrobium callitrophilum,1372,NA
Tylophora linearis,Tylophora linearis,Vincetoxicum forsteri,Vincetoxicum forsteri,Vincetoxicum,Apocynaceae,species,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Magnoliidae,"Qld, NSW",Vincetoxicum forsteri Meve & Liede,https://id.biodiversity.org.au/taxon/apni/51431149,https://id.biodiversity.org.au/taxon/apni/51736599,https://id.biodiversity.org.au/name/apni/51263804,Vincetoxicum forsteri,1373,NA
Tylophora rupicola,Tylophora rupicola,Vincetoxicum rupicola,Vincetoxicum rupicola,Vincetoxicum,Apocynaceae,species,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Magnoliidae,Qld,Vincetoxicum rupicola (P.I.Forst.) Meve & Liede,https://id.biodiversity.org.au/taxon/apni/51431191,https://id.biodiversity.org.au/taxon/apni/51736599,https://id.biodiversity.org.au/name/apni/51263869,Vincetoxicum rupicola,1374,NA
Tylophora woollsii,Tylophora woollsii,Vincetoxicum woollsii,Vincetoxicum woollsii,Vincetoxicum,Apocynaceae,species,APC,accepted,nomenclatural synonym,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),nomenclatural synonym,Magnoliidae,"Qld, NSW",Vincetoxicum woollsii (Benth.) Kuntze,https://id.biodiversity.org.au/taxon/apni/51431200,https://id.biodiversity.org.au/taxon/apni/51736599,https://id.biodiversity.org.au/name/apni/83729,Vincetoxicum woollsii,1375,NA
Typhonium jonesii,Typhonium jonesii,Typhonium jonesii,Typhonium jonesii,Typhonium,Araceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Typhonium jonesii A.Hay,https://id.biodiversity.org.au/node/apni/2904931,https://id.biodiversity.org.au/taxon/apni/51736751,https://id.biodiversity.org.au/name/apni/119275,Typhonium jonesii,1376,NA
Typhonium mirabile,Typhonium mirabile,Typhonium mirabile,Typhonium mirabile,Typhonium,Araceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NT,Typhonium mirabile (A.Hay) A.Hay,https://id.biodiversity.org.au/node/apni/2900370,https://id.biodiversity.org.au/taxon/apni/51736751,https://id.biodiversity.org.au/name/apni/172490,Typhonium mirabile,1377,NA
Typhonium taylori,Typhonium taylori,Typhonium taylorii,Typhonium taylorii,Typhonium,Araceae,species,APC,accepted,orthographic variant,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2024-08-16),orthographic variant,Magnoliidae,NT,Typhonium taylorii A.Hay,https://id.biodiversity.org.au/taxon/apni/51736757,https://id.biodiversity.org.au/taxon/apni/51736751,https://id.biodiversity.org.au/name/apni/172491,Typhonium taylorii,1378,NA
Ungeria floribunda,Ungeria floribunda,Ungeria floribunda,Ungeria floribunda,Ungeria,Malvaceae,species,APC,accepted,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2024-08-16),aligned name accepted by APC,Magnoliidae,NI,Ungeria floribunda Schott & Endl.,https://id.biodiversity.org.au/node/apni/2902694,https://id.biodiversity.org.au/node/apni/2894126,https://id.biodiversity.org.au/name/apni/87400,Ungeria floribunda,1379,NA
