Species name adjusted,Species name,Common name,Group,EPBC Act status,IUCN threat level 1,IUCN threat level 1 description,IUCN threat level 2 (or finest level available),IUCN threat level 2 description (or finest level available),IUCN threat level 3 (or finest level available),IUCN threat level 3 description (or finest level available),Broad level threat,Sub category threat,Timing,Scope,Severity,Timing score,"Sum of timing, scope, severity",Impact score,Expert threat notes
Pristis clavata,Pristis clavata,"Dwarf sawfish, queensland sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.5,Persecution/control,Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,3,1,3,7,Medium,Persecution/control
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.2,Intentional use: Large scale (species being assessed is the target) [harvest],Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,2,2,3,7,Medium,Intentional use: -large scale[harvest]
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.4,Unintentional effects: Large scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,2,2,3,7,Medium,Unintentional effects: -large scale
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.1,Intentional Use: subsistence/small scale (species being assessed is the target) [harvest],Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,2,2,3,7,Medium,Both recreational fishing and indigenous community fishing
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.1,Intentional use: subsistence/small scale (species being assessed is the target) [harvest],Overexploitation and other direct harm from human activities,Direct harvest,Ongoing,2,2,3,7,Medium,Intentional use: -subsistence/small scale[harvest]
Pristis pristis,Pristis pristis,"Freshwater sawfish, largetooth sawfish, river sawfish, leichhardt's sawfish, northern sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.3,Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,2,2,3,7,Medium,Unintentional effects: -subsistence/small scale
Pristis zijsron,Pristis zijsron,"Green sawfish, dindagubba, narrowsnout sawfish",Fish,VU,11,Climate change and severe weather,11.3,Temperature extremes,11.3,Temperature extremes,Climate change and severe weather,Temperature extremes,Ongoing,3,1,3,7,Medium,NA
Pristis zijsron,Pristis zijsron,"Green sawfish, dindagubba, narrowsnout sawfish",Fish,VU,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.4,Unintentional effects: Large scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,Ongoing,2,2,3,7,Medium,NA
Probosciger aterrimus macgillivrayi,Probosciger aterrimus macgillivrayi,Australian palm cockatoo,Birds,VU,11,Climate change and severe weather,11.2,Droughts,11.2,Droughts,Climate change and severe weather,Increased frequency/severity of droughts,Long term,3,3,1,7,Medium,Droughts -increased frequency/length- relating to 11 4 and any increase in cyclones or major changes in rainfall due to climate change potentially serious due to disruption of fruiting trees and impact on reproductive success
Prostanthera marifolia,Prostanthera marifolia,Seaforth mintbush,Plants,CR,6,Human intrusions and disturbance,6.1,Recreational activities,6.1,Recreational activities,Overexploitation and other direct harm from human activities,Human intrusion,Ongoing,3,1,3,7,Medium,Golf course maintenance
Prostanthera marifolia,Prostanthera marifolia,Seaforth mintbush,Plants,CR,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,"Habitat loss, fragmentation and degradation",Urban and commercial development and maintenance,Ongoing,3,1,3,7,Medium,Housing and urban areas
Prototroctes maraena,Prototroctes maraena,Australian grayling,Fish,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (brown trout),Invasive species and diseases,Invasive fish,Ongoing,2,2,3,7,Medium,Diadromous lifecycle
Prototroctes maraena,Prototroctes maraena,Australian grayling,Fish,VU,11,Climate change and severe weather,11.1,Habitat shifting and alteration,11.1,Habitat shifting and alteration,Climate change and severe weather,Habitat shifting and alteration,Ongoing,2,2,3,7,Medium,Diadromous lifecycle
Psephotus chrysopterygius,Psephotus chrysopterygius,Golden-shouldered parrot,Birds,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,2,2,3,7,Medium,melaleuca viridiflora
Psephotus chrysopterygius,Psephotus chrysopterygius,Golden-shouldered parrot,Birds,EN,11,Climate change and severe weather,11.2,Droughts,11.2,Droughts,Climate change and severe weather,Increased frequency/severity of droughts,Long term,3,3,1,7,Medium,Droughts -increased frequency/length- increasing threat to species resources
Pseudocheirus occidentalis,Pseudocheirus occidentalis,Western ringtail possum,Mammals,CR,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,2,2,3,7,Medium,Habitat loss and fragmentation
Pseudomys australis,Pseudomys australis,"Plains Rat, Palyoora",Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Cats
Pseudomys australis,Pseudomys australis,"Plains Rat, Palyoora",Mammals,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (foxes),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Foxes
Pseudomys australis,Pseudomys australis,"Plains Rat, Palyoora",Mammals,VU,2,Agriculture and aquaculture,2.3,Livestock farming and ranching,2.3,Livestock farming and ranching,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,2,2,3,7,Medium,Habitat change due to livestock and herbivores
Pseudomys fieldi,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Mammals,VU,11,Climate change and severe weather,11,Climate change and severe weather,11,Climate change and severe weather,Climate change and severe weather,Climate change and severe weather-Unspecified,Ongoing,3,1,3,7,Medium,Climate change severe weather events
Pseudomys fumeus,Pseudomys fumeus,"Smoky Mouse, Konoom",Mammals,EN,7,Natural system modifications,7.1,Fire and fire suppression,7.1,Fire and fire suppression,Adverse fire regimes,Other change in fire regime/trend unspecified,Ongoing,2,2,3,7,Medium,Inappropriate fire regimes
Pseudomys oralis,Pseudomys oralis,"Hastings River Mouse, Koontoo",Mammals,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Cats
Pseudomys oralis,Pseudomys oralis,"Hastings River Mouse, Koontoo",Mammals,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (foxes),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Foxes
Pseudomys oralis,Pseudomys oralis,"Hastings River Mouse, Koontoo",Mammals,EN,12,Other options,12,Other options,12,Other options,Disrupted ecosystem and population processes,Genetic introgression/hybridisation,Ongoing,3,1,3,7,Medium,Loss of genetic diversity
Pseudomys shortridgei,Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Mammals,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Cats
Pseudomys shortridgei,Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Mammals,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (foxes),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Foxes
Pseudomys shortridgei,Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Mammals,EN,7,Natural system modifications,7.1,Fire and fire suppression,7.1,Fire and fire suppression,Adverse fire regimes,Other change in fire regime/trend unspecified,Ongoing,3,1,3,7,Medium,Inappropriate fire regimes
Pseudophryne corroboree,Pseudophryne corroboree,Southern corroboree frog,Frogs,CR,11,Climate change and severe weather,11,Climate change and severe weather,11,Climate change and severe weather,Climate change and severe weather,Climate change and severe weather-Unspecified,Ongoing,3,1,3,7,Medium,Climate change severe weather events
Pseudophryne corroboree,Pseudophryne corroboree,Southern corroboree frog,Frogs,CR,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,3,1,3,7,Medium,Habitat destruction modification
Pseudophryne corroboree,Pseudophryne corroboree,Southern corroboree frog,Frogs,CR,7,Natural system modifications,7.1,Fire and fire suppression,7.1,Fire and fire suppression,Adverse fire regimes,Other change in fire regime/trend unspecified,Ongoing,2,2,3,7,Medium,Inappropriate fire regimes
Pseudophryne covacevichae,Pseudophryne covacevichae,Magnificent brood frog,Frogs,VU,11,Climate change and severe weather,11,Climate change and severe weather,11,Climate change and severe weather,Climate change and severe weather,Climate change and severe weather-Unspecified,Ongoing,3,1,3,7,Medium,Climate change severe weather events
Pseudophryne pengilleyi,Pseudophryne pengilleyi,Northern corroboree frog,Frogs,CR,11,Climate change and severe weather,11,Climate change and severe weather,11,Climate change and severe weather,Climate change and severe weather,Climate change and severe weather-Unspecified,Ongoing,3,1,3,7,Medium,Climate change severe weather events
Pseudophryne pengilleyi,Pseudophryne pengilleyi,Northern corroboree frog,Frogs,CR,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,3,1,3,7,Medium,Habitat destruction modification
Pseudophryne pengilleyi,Pseudophryne pengilleyi,Northern corroboree frog,Frogs,CR,7,Natural system modifications,7.1,Fire and fire suppression,7.1,Fire and fire suppression,Adverse fire regimes,Other change in fire regime/trend unspecified,Ongoing,2,2,3,7,Medium,Inappropriate fire regimes
Psophodes nigrogularis nigrogularis,Psophodes nigrogularis nigrogularis,Western whipbird (western mallee),Birds,EN,7,Natural system modifications,7.1,Fire and fire Suppression,7.1.1,Increase in fire frequency/intensity,Adverse fire regimes,Increase in fire frequency/intensity,Ongoing,1,3,3,7,Medium,Increase in fire frequency/intensity - assumes that and without environmental legislation and there would have been minimal attempt to prevent fires
Psophodes nigrogularis nigrogularis,Psophodes nigrogularis nigrogularis,Western whipbird (western mallee),Birds,EN,11,Climate change and severe weather,11.2,Droughts,11.2,Droughts,Climate change and severe weather,Increased frequency/severity of droughts,Long term,3,3,1,7,Medium,Droughts -increased frequency/length
Pterodroma arminjoniana,Pterodroma arminjoniana,"Round Island Petrel, Trinidade Petrel",Birds,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (house mouse),Invasive species and diseases,Invasive rodent,Ongoing,2,2,3,7,Medium,NA
Pteropus natalis,Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Mammals,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,Ongoing,3,1,3,7,Medium,Cats
Pteropus natalis,Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Mammals,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (disease),Invasive species and diseases,Disease,Ongoing,3,1,3,7,Medium,Novel disease
Pteropus poliocephalus,Pteropus poliocephalus,Grey-headed Flying-fox,Mammals,VU,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,Ongoing,2,2,3,7,Medium,Habitat loss and fragmentation
Pterostylis arenicola,Pterostylis arenicola,Sandhill greenhood orchid,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (rabbits),Invasive species and diseases,Invasive rabbit,Ongoing,3,1,3,7,Medium,Weeds and rabbits/hares
Pterostylis arenicola,Pterostylis arenicola,Sandhill greenhood orchid,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,3,1,3,7,Medium,Weeds and rabbits/hares
Pterostylis basaltica,Pterostylis basaltica,Basalt greenhood,Plants,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,3,1,3,7,Medium,Weeds; introduced pasture grasses
Pterostylis bryophila,Pterostylis bryophila,Hindmarsh valley greenhood,Plants,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (rabbits),Invasive species and diseases,Invasive rabbit,Ongoing,3,1,3,7,Medium,Weeds and rabbits/hares
Pterostylis bryophila,Pterostylis bryophila,Hindmarsh valley greenhood,Plants,CR,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,3,1,3,7,Medium,Weeds and rabbits/hares
Pterostylis cheraphila,Pterostylis cheraphila,Floodplain rustyhood,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (rabbits),Invasive species and diseases,Invasive rabbit,Ongoing,3,1,3,7,Medium,Weeds and rabbits
Pterostylis cheraphila,Pterostylis cheraphila,Floodplain rustyhood,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,3,1,3,7,Medium,Weeds and rabbits
Pterostylis chlorogramma,Pterostylis chlorogramma,Green-striped greenhood,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (rabbits),Invasive species and diseases,Invasive rabbit,Ongoing,3,1,3,7,Medium,Weeds -some sitesand rabbits -all
Pterostylis chlorogramma,Pterostylis chlorogramma,Green-striped greenhood,Plants,VU,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,3,1,3,7,Medium,Weeds -some sitesand rabbits -all
Pterostylis commutata,Pterostylis commutata,Midland greenhood,Plants,CR,7,Natural system modifications,7.3,Other ecosystem modifications,7.3,Other ecosystem modifications,"Habitat loss, fragmentation and degradation",Other natural system modifications,Ongoing,3,1,3,7,Medium,Now extremely fragmented and vulnerable to inappropriate disturbance and stochastic processes
Pterostylis gibbosa,Pterostylis gibbosa,"Illawarra greenhood, rufa greenhood, pouched greenhood",Plants,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified species (weeds),Invasive species and diseases,Invasive weed,Ongoing,3,1,3,7,Medium,Unspecified weeds
