Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe reposnse,Habitat suitability,Risk,Expert change / reason for change,suggested_name,accepted_name,family,taxon_distribution
CRASSULACEAE,Crassula closiana,"s,t,v,w",,,Crone et al. (2013),Crone et al. (2013),,,Suitable,Low,,Crassula closiana,Crassula closiana,Crassulaceae,"WA, SA, Vic, Tas"
CUNONIACEAE,Anodopetalum biglandulosum,t,,,Podger et al. (1990),,Rudman (pers. comm.),,Suitable,Low,,Anodopetalum biglandulosum,Anodopetalum biglandulosum,Cunoniaceae,Tas
CUNONIACEAE,Bauera rubioides,"n,q,s,t,v",,,Weste (2001),,Rudman & Balmer (2008),Weste (2001),Suitable,Low,,Bauera rubioides,Bauera rubioides,Cunoniaceae,"SA, Qld, NSW, Vic, Tas"
CUNONIACEAE,Eucryphia lucida,t,,V,Podger et al. (1990),,,,Suitable,Low,Widespread populations and it is also nearly all in refuge forested & higher altitude areas where it is not conducive to disease from PC; changed to low,Eucryphia lucida,Eucryphia lucida,Cunoniaceae,Tas
CUNONIACEAE,Eucryphia milliganii,t,,V,"Podger et al. (1990), Taylor (1974)",,,,Suitable,Low,Widespread populations and it is also nearly all in refuge forested & higher altitude areas where it is not conducive to disease from PC; changed to low,Eucryphia milliganii,Eucryphia milliganii,Cunoniaceae,Tas
CUNONIACEAE,Eucryphia moorei,"n,v",,,Taylor (1974),,,,Suitable,Low,,Eucryphia moorei,Eucryphia moorei,Cunoniaceae,"NSW, Vic"
CUNONIACEAE,Gillbeea adenopetala,q,,V,,,Worboys et al. (2003),,Suitable,Low,,Gillbeea adenopetala,Gillbeea adenopetala,Cunoniaceae,Qld
CUNONIACEAE,Gillbeea whypallana,q,,,,Worboys et al. (2003),,,Suitable,Low,,Gillbeea whypallana,Gillbeea whypallana,Cunoniaceae,Qld
CUNONIACEAE,Karrabina biagiana,q,,,,Worboys et al. (2003),,,Suitable,Low,,Karrabina biagiana,Karrabina biagiana,Cunoniaceae,Qld
CUPRESSACEAE,Athrotaxis selaginoides,t,,,Podger et al. (1990),Rudman (pers. comm.),,,Suitable,Low,,Athrotaxis selaginoides,Athrotaxis selaginoides,Cupressaceae,Tas
CUPRESSACEAE,Callitris oblonga subsp. corangensis,n,CE,,,Wan et al. (2019),,,Suitable,Moderate,,Callitris oblonga subsp. corangensis,Callitris oblonga subsp. corangensis,Cupressaceae,NSW
CUPRESSACEAE,Callitris preissii,w,,,"Taylor (1974), DBCA (2021)",Barrett (pers. comm.),,,Suitable,Low,,Callitris preissii,Callitris preissii,Cupressaceae,WA
CUPRESSACEAE,Callitris pyramidalis,w,,,,Barrett (pers. comm.),Titze & Palzer (1969),,Suitable,Low,,Callitris pyramidalis,Callitris pyramidalis,Cupressaceae,WA
CUPRESSACEAE,Callitris rhomboidea,"n,q,s,t,v",,,Weste (2001),Rudman (pers. comm.),,Weste (2001),Suitable,Low,,Callitris rhomboidea,Callitris rhomboidea,Cupressaceae,"WA (naturalised), SA, Qld, NSW, Vic (native and naturalised), Tas"
CYPERACEAE,Caustis dioica,w,,,SARDI (pers. comm.),"Wills (1993), Barrett (pers. comm.)",,,Suitable,Low,,Caustis dioica,Caustis dioica,Cyperaceae,WA
CYPERACEAE,Caustis pentandra,"n,q,s,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,,Caustis pentandra,Caustis pentandra,Cyperaceae,"WA, SA, Qld, NSW, Vic, Tas"
CYPERACEAE,Cyathochaeta avenacea,w,,,,"McDougall (1997), Wills (1993), Barrett (pers. comm.)",,,Suitable,Low,,Cyathochaeta avenacea,Cyathochaeta avenacea,Cyperaceae,WA
CYPERACEAE,Cyathochaeta clandestina,w,,,Shearer & Dillon (1996),Shearer & Dillon (1996),,,Suitable,Low,,Cyathochaeta clandestina,Cyathochaeta clandestina,Cyperaceae,WA
CYPERACEAE,Cyathochaeta equitans,w,,,,Freebury (pers. comm.),,,Suitable,Low,,Cyathochaeta equitans,Cyathochaeta equitans,Cyperaceae,WA
CYPERACEAE,Evandra aristata,w,,,DBCA (2021),Barrett (pers. comm.),Wills (1993),,Suitable,Low,,Evandra aristata,Evandra aristata,Cyperaceae,WA
CYPERACEAE,Ficinia nodosa,"n,q,s,t,v,w",,,,Barrett (pers. comm.),,,Suitable,Low,,Ficinia nodosa,Ficinia nodosa,Cyperaceae,"WA, SA, Qld, NSW, LHI, NI, Vic, Tas"
CYPERACEAE,Gahnia grandis,"n,t,v",,,Podger et al. (1990),Rudman (pers. comm.),,,Suitable,Low,,Gahnia grandis,Gahnia grandis,Cyperaceae,"NSW, Vic, Tas"
CYPERACEAE,Gahnia radula,"n,s,t,v",,,,Roleybushcare (2022),,,Suitable,Low,,Gahnia radula,Gahnia radula,Cyperaceae,"SA, NSW, Vic, Tas"
CYPERACEAE,Gahnia sieberiana,"n,q,s,t,v",,,,Roleybushcare (2022),,,Suitable,Low,,Gahnia sieberiana,Gahnia sieberiana,Cyperaceae,"SA, Qld, NSW, Vic, Tas"
CYPERACEAE,Gahnia trifida,"s,t,v,w",,,,"Wills (1993), Freebury (pers. comm.)",,,Suitable,Low,,Gahnia trifida,Gahnia trifida,Cyperaceae,"WA, SA, Vic, Tas"
CYPERACEAE,Gymnoschoenus sphaerocephalus,"n,s,t,v",,,Podger et al. (1990),Rudman (pers. comm.),,,Suitable,Low,,Gymnoschoenus sphaerocephalus,Gymnoschoenus sphaerocephalus,Cyperaceae,"SA, NSW, Vic, Tas"
CYPERACEAE,Lepidosperma angustatum,w,,,,McDougall (1997),,,Suitable,Low,,Lepidosperma angustatum,Lepidosperma angustatum,Cyperaceae,WA
CYPERACEAE,Lepidosperma concavum,"n,s,t,v",,,Podger et al. (1990),"Howard et al. (2004), Groves et al. (2009)",,,Suitable,Low,,Lepidosperma concavum,Lepidosperma concavum,Cyperaceae,NSW
CYPERACEAE,Lepidosperma effusum,w,,,,Freebury (pers. comm.),,,Suitable,Low,,Lepidosperma effusum,Lepidosperma effusum,Cyperaceae,WA
CYPERACEAE,Lepidosperma gladiatum,"n,s,t,v,w",,,,Freebury (pers. comm.),,,Suitable,Low,,Lepidosperma gladiatum,Lepidosperma gladiatum,Cyperaceae,"WA, SA, NSW, Vic, Tas"
CYPERACEAE,Lepidosperma laterale,"a,n,q,s,t,v",,,Pratt & Heather (1973),"Rudman (pers. comm.), Groves et al. (2009)",,,Suitable,Low,,Lepidosperma laterale,Lepidosperma laterale,Cyperaceae,"SA, Qld, NSW, ACT, Vic, Tas"
CYPERACEAE,Lepidosperma longitudinale,"n,q,t,v,w",,,,Barrett (pers. comm.),,,Suitable,Low,,Lepidosperma longitudinale,Lepidosperma longitudinale,Cyperaceae,"WA, Qld, NSW, Vic, Tas"
CYPERACEAE,Lepidosperma scabrum,w,,,Shearer & Dillon (1996),Shearer & Dillon (1996),,,Suitable,Low,,Lepidosperma scabrum,Lepidosperma scabrum,Cyperaceae,WA
CYPERACEAE,Lepidosperma sieberi,"n,s,t,v",,,,Groves et al. (2009),,,Suitable,Low,,Lepidosperma sieberi,Lepidosperma sieberi,Cyperaceae,"SA, NSW, Vic, Tas"
CYPERACEAE,Lepidosperma squamatum,w,,,,McDougall (1997),,,Suitable,Low,,Lepidosperma squamatum,Lepidosperma squamatum,Cyperaceae,WA
CYPERACEAE,Lepidosperma tenue,w,,,Shearer & Dillon (1996),Shearer & Dillon (1996),,,Suitable,Low,,Lepidosperma tenue,Lepidosperma tenue,Cyperaceae,WA
CYPERACEAE,Lepidosperma tetraquetrum,w,,,,Podger (1972),,,Suitable,Low,,Lepidosperma tetraquetrum,Lepidosperma tetraquetrum,Cyperaceae,WA
CYPERACEAE,Lepidosperma urophorum,"a,n,v",,,,Howard et al. (2004),,,Suitable,Low,,Lepidosperma urophorum,Lepidosperma urophorum,Cyperaceae,"NSW, ACT, Vic"
CYPERACEAE,Lepidosperma viscidum,"n,q,s,t,v,w",,,,Wills (1993),,,Suitable,Low,,Lepidosperma viscidum,Lepidosperma viscidum,Cyperaceae,"WA, SA, Qld, NSW, Vic, Tas"
CYPERACEAE,Machaerina juncea,"n,q,s,t,v,w",,,,Barrett (pers. comm.),,,Suitable,Low,,Machaerina juncea,Machaerina juncea,Cyperaceae,"WA, SA, Qld, NSW, LHI, Vic, Tas"
CYPERACEAE,Mesomelaena graciliceps,w,,,,,McDougall (1997),,Suitable,Low,,Mesomelaena graciliceps,Mesomelaena graciliceps,Cyperaceae,WA
CYPERACEAE,Mesomelaena stygia,w,,,,"Wills (1993), Barrett (pers. comm.)",,,Suitable,Low,,Mesomelaena stygia,Mesomelaena stygia,Cyperaceae,WA
CYPERACEAE,Mesomelaena tetragona,w,,,,"McDougall (1997), Shearer & Dillon (1996)",,,Suitable,Low,,Mesomelaena tetragona,Mesomelaena tetragona,Cyperaceae,WA
CYPERACEAE,Ptilothrix deusta,"n,q",,,,Howard et al. (2004),,,Suitable,Low,,Ptilothrix deusta,Ptilothrix deusta,Cyperaceae,"Qld, NSW"
CYPERACEAE,Reedia spathacea,w,CE,,DBCA (2021),,Freebury (pers. comm.),,Suitable,High,,Reedia spathacea,Reedia spathacea,Cyperaceae,WA
CYPERACEAE,Schoenus curvifolius,w,,,,Groves et al. (2009),,,Suitable,Low,,Chaetospora curvifolia,Chaetospora curvifolia,Cyperaceae,WA
CYPERACEAE,Schoenus efoliatus,w,,,,Barrett (pers. comm.),,,Suitable,Low,,Schoenus efoliatus,Schoenus efoliatus,Cyperaceae,WA
CYPERACEAE,Schoenus imberbis,"n,v",,,,Howard et al. (2004),,,Suitable,Low,,Schoenus imberbis,Schoenus imberbis,Cyperaceae,"NSW, Vic"
CYPERACEAE,Schoenus pedicellatus,w,,,,Groves et al. (2009),,,Suitable,Low,,Schoenus pedicellatus,Schoenus pedicellatus,Cyperaceae,WA
CYPERACEAE,Schoenus rigens,w,,,,Groves et al. (2009),,,Suitable,Low,,Schoenus rigens,Schoenus rigens,Cyperaceae,WA
CYPERACEAE,Schoenus sp. Stirling (G.J.Keighery 3427),w,,,,Barrett (pers. comm.),,,Suitable,Low,,Schoenus sp. Stirling (G.J.Keighery 3427),Schoenus sp. Stirling (G.J.Keighery 3427),Cyperaceae,WA
CYPERACEAE,Tetraria capillaris,"n,q,s,t,v,w",,,,"McDougall (1997), Wills (1993)",,,Suitable,Low,,Tetraria capillaris,Tetraria capillaris,Cyperaceae,"WA, SA, Qld, NSW, Vic, Tas"
CYPERACEAE,Tetraria octandra,w,,,,McDougall (1997),,,Suitable,Low,,Tetraria octandra,Tetraria octandra,Cyperaceae,WA
CYPERACEAE,Tetraria sp. Jarrah Forest (R. Davis 7391),w,,,,Barrett (pers. comm.),,,Suitable,Low,,Tetraria sp. Jarrah Forest (R.Davis 7391),Tetraria sp. Jarrah Forest (R.Davis 7391),Cyperaceae,WA
CYPERACEAE,Tricostularia neesii,w,,,,Barrett (pers. comm.),,,Suitable,Low,,Tricostularia neesii,Tricostularia neesii,Cyperaceae,WA
DASYPOGONACEAE,Calectasia grandiflora,w,,,,,Barrett (pers. comm.),,Suitable,Low,,Calectasia grandiflora,Calectasia grandiflora,Dasypogonaceae,WA
DASYPOGONACEAE,Dasypogon bromeliifolius,w,,,"Shearer & Dillon (1996), DBCA (2021)",,"Hill (1990), Wills (1993)",,Suitable,Low,,Dasypogon bromeliifolius [alternative possible names: Dasypogon obliquifolius (pro parte misapplied)],Dasypogon bromeliifolius,Dasypogonaceae,WA
DASYPOGONACEAE,Kingia australis,w,,,DBCA (2021),"Barrett (pers. comm.), McDougall (pers. comm.)",,,Suitable,Low,,Kingia australis,Kingia australis,Dasypogonaceae,WA
DENNSTAEDTIACEAE,Pteridium esculentum,"a,n,q,s,t,v,w",,,Pratt & Heather (1973),"Wills (1993), Barrett (pers. comm.)",McDougall (1997),,Suitable,Low,,Pteridium esculentum,Pteridium esculentum,Dennstaedtiaceae,"WA, SA, Qld, NSW, NI, ACT, Vic, Tas"
DILLENIACEAE,Hibbertia acerosa,w,,,"Edmiston (1989), Podger (1968), Gardner & Rokich (1987), Shivas (1989)",,Edmiston (1989),,Suitable,Low,,Hibbertia acerosa,Hibbertia acerosa,Dilleniaceae,WA
DILLENIACEAE,Hibbertia acicularis,"n,q,t,v",,,"Podger et al. (1990), Schahinger et al. (2003)",,,,Suitable,Low,,Hibbertia acicularis,Hibbertia acicularis,Dilleniaceae,"Qld, NSW, Vic, Tas"
DILLENIACEAE,Hibbertia amplexicaulis,w,,,"Shearer & Dillon (1995), Gardner & Rokich (1987)",,"McDougall (1997), Shearer & Dillon (1996), Edmiston (1989)",Shearer & Dillon (1995),Suitable,Low,,Hibbertia amplexicaulis,Hibbertia amplexicaulis,Dilleniaceae,WA
DILLENIACEAE,Hibbertia australis,"s,v",,,Cahill (pers. comm.),,,,Suitable,Low,,Hibbertia australis [alternative possible names: Hibbertia glebosa subsp. oblonga (pro parte misapplied) | Hibbertia glebosa (pro parte misapplied) | Hibbertia glebosa subsp. glebosa (pro parte misapplied) | Hibbertia riparia (pro parte misapplied)],Hibbertia australis,Dilleniaceae,"SA, Vic"
DILLENIACEAE,Hibbertia barrettiae,w,,CE,,,Barrett (pers. comm.),,Suitable,High,,Hibbertia barrettiae,Hibbertia barrettiae,Dilleniaceae,WA
DILLENIACEAE,Hibbertia calycina,"a,n,t,v",,,Barker & Wardlaw (1995),,,Barker & Wardlaw (1995),Suitable,Low,,Hibbertia calycina,Hibbertia calycina,Dilleniaceae,"NSW, ACT, Vic, Tas"
DILLENIACEAE,Hibbertia circinata,n,CE,,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,Very high,,Hibbertia carinata,Hibbertia carinata,Dilleniaceae,WA
DILLENIACEAE,Hibbertia cistiflora,"n,v",,,Weste (2001),,,Weste (2001),Suitable,Low,,Hibbertia cistiflora,Hibbertia cistiflora,Dilleniaceae,"NSW, Vic"
DILLENIACEAE,Hibbertia commutata,w,,,"Gardner & Rokich (1987), McDougall (1997)",,Wills (1993),"McDougall (1997), Bishop et al. (2010)",Suitable,Low,,Hibbertia commutata [alternative possible names: Hibbertia pilosa (pro parte misapplied)],Hibbertia commutata,Dilleniaceae,WA
DILLENIACEAE,Hibbertia cunninghamii,w,,,"Podger (1968), Shivas (1989),DBCA (2021)",,,,Suitable,Low,,Hibbertia cunninghamii,Hibbertia cunninghamii,Dilleniaceae,WA
DILLENIACEAE,Hibbertia diamesogenos,w,,,"McDougall (1997), McDougall et al. (2001)",,McDougall (1997),,Suitable,Low,,Hibbertia diamesogenos,Hibbertia diamesogenos,Dilleniaceae,WA
DILLENIACEAE,Hibbertia empetrifolia,"n,s,t,v",,,"Podger et al. (1990), Schahinger et al. (2003)",,,,Suitable,Low,,Hibbertia empetrifolia [alternative possible names: Hibbertia appressa (pro parte misapplied) | Hibbertia decumbens (pro parte misapplied) | Hibbertia appressa (misapplied)],Hibbertia empetrifolia,Dilleniaceae,"SA, NSW, Vic, Tas"
DILLENIACEAE,Hibbertia fasciculata,"n,q,s,t,v",,,"Podger et al. (1990), Cahill (pers. comm.), Schahinger et al. (2003), Weste (2001)",,VNPS (1995),Weste (2001),Suitable,Low,,Hibbertia fasciculata,Hibbertia fasciculata,Dilleniaceae,"SA, Qld, NSW, Vic, Tas"
DILLENIACEAE,Hibbertia furfuracea,w,,,,,Tynan et al. (2001),,Suitable,Low,,Hibbertia furfuracea,Hibbertia furfuracea,Dilleniaceae,WA
DILLENIACEAE,Hibbertia glomerata subsp. darlingensis,w,,E,,,,McDougall (1997),Suitable,High,,Hibbertia glomerata subsp. darlingensis,Hibbertia glomerata subsp. darlingensis,Dilleniaceae,WA
DILLENIACEAE,Hibbertia glomerata subsp. ginginensis,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Hibbertia glomerata subsp. ginginensis,Hibbertia glomerata subsp. ginginensis,Dilleniaceae,WA
DILLENIACEAE,Hibbertia huegelii,w,,,McDougall (1997),,McDougall (1997),,Suitable,Low,,Hibbertia huegelii,Hibbertia huegelii,Dilleniaceae,WA
DILLENIACEAE,Hibbertia humifusa subsp humifusa,v,,E,Weste (2001),,Weste (2001),,Suitable,Moderate,,Hibbertia humifusa subsp. humifusa,Hibbertia humifusa subsp. humifusa,Dilleniaceae,Vic
DILLENIACEAE,Hibbertia hypericoides,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",,"McDougall (1997), Hill (1990)","Shearer & Dillon (1995), Wills (1993)",Suitable,Low,,Hibbertia hypericoides,Hibbertia hypericoides,Dilleniaceae,WA
DILLENIACEAE,Hibbertia inconspicua,w,,,DBCA (2021),,,,Suitable,Low,,Hibbertia inconspicua,Hibbertia inconspicua,Dilleniaceae,WA
DILLENIACEAE,Hibbertia leptotheca,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Hibbertia leptotheca,Hibbertia leptotheca,Dilleniaceae,WA
DILLENIACEAE,Hibbertia lineata,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",,Shearer & Dillon (1996),,Suitable,Low,,Hibbertia lineata,Hibbertia lineata,Dilleniaceae,WA
DILLENIACEAE,Hibbertia montana,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996), Edmiston (1989)",,"Shearer & Dillon (1996), Edmiston (1989)",Shearer & Dillon (1995),Suitable,Low,,Hibbertia montana,Hibbertia montana,Dilleniaceae,WA
DILLENIACEAE,Hibbertia obtusifolia,"a,n,q,t,v",,,Taylor (1974),,,,Suitable,Low,,Hibbertia obtusifolia,Hibbertia obtusifolia,Dilleniaceae,"Qld, NSW, ACT, Vic, Tas (presumed extinct)"
DILLENIACEAE,Hibbertia porongurupensis,w,,CE,,,,Shearer & Crane (unpub. data),Suitable,Very high,,Hibbertia porongurupensis,Hibbertia porongurupensis,Dilleniaceae,WA
DILLENIACEAE,Hibbertia procumbens,"n,t,v",,,"Podger et al. (1990), Schahinger et al. (2003)",,Rudman (pers. comm.),Rudman & Balmer (2008),Suitable,Low,,Hibbertia procumbens [alternative possible names: Hibbertia obtusifolia (pro parte misapplied)],Hibbertia procumbens,Dilleniaceae,"NSW, Vic, Tas"
DILLENIACEAE,Hibbertia puberula subsp. glabrescens,n,CE,,,,McDougall (pers. comm.),,Suitable,High,,Hibbertia puberula subsp. glabrescens,Hibbertia puberula subsp. glabrescens,Dilleniaceae,NSW
DILLENIACEAE,Hibbertia quadricolor,w,,,Shearer & Dillon (1995),,Shearer & Dillon (1996),"McDougall (1997), Shearer & Dillon (1995)",Suitable,Low,,Hibbertia quadricolor,Hibbertia quadricolor,Dilleniaceae,WA
DILLENIACEAE,Hibbertia racemosa,w,,,,Groves et al. (2009),,,Suitable,Low,,Hibbertia racemosa,Hibbertia racemosa,Dilleniaceae,WA
DILLENIACEAE,Hibbertia riparia,"n,q,s,t,v",,,Weste (2001),,,"Velzeboer (pers. comm.), Weste (2001)",Suitable,Low,,Hibbertia riparia [alternative possible names: Hibbertia australis (pro parte misapplied) | Hibbertia devitata (pro parte misapplied) | Hibbertia setifera (pro parte misapplied) | Hibbertia australis (misapplied) | Hibbertia stricta (misapplied)],Hibbertia riparia,Dilleniaceae,"SA, Qld, NSW, Vic, Tas"
DILLENIACEAE,Hibbertia sericea,"q,s,t,v",,,"Podger et al. (1990), Schahinger et al. (2003)",,,Velzeboer (pers. comm.),Suitable,Low,,Hibbertia sericea [alternative possible names: Hibbertia cinerea (pro parte nomenclatural synonym) | Hibbertia crinita (pro parte misapplied) | Hibbertia incana (pro parte misapplied) | Hibbertia paeninsularis (pro parte misapplied) | Hibbertia patens (pro parte misapplied) | Hibbertia platyphylla subsp. major (pro parte misapplied) | Hibbertia platyphylla (pro parte misapplied) | Hibbertia platyphylla subsp. platyphylla (pro parte misapplied) | Hibbertia puberula (pro parte misapplied) | Hibbertia simulans (pro parte misapplied) | Hibbertia superans (pro parte misapplied) | Hibbertia villifera (pro parte misapplied) | Hibbertia patens (misapplied)],Hibbertia sericea,Dilleniaceae,"SA, Qld, Vic, Tas"
DILLENIACEAE,Hibbertia silvestris,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",Shearer & Dillon (1996),,,Suitable,Low,,Hibbertia silvestris,Hibbertia silvestris,Dilleniaceae,WA
DILLENIACEAE,Hibbertia spanantha,n,CE,,,,Wan et al. (2019),,Suitable,High,,Hibbertia spanantha,Hibbertia spanantha,Dilleniaceae,NSW
DILLENIACEAE,Hibbertia subvaginata,w,,,"Shearer & Dillon (1995), Podger (1968), Shearer & Dillon (1996)",,,Shearer & Dillon (1995),Suitable,Low,,Hibbertia subvaginata,Hibbertia subvaginata,Dilleniaceae,WA
DILLENIACEAE,Hibbertia vaginata,w,,,Shivas (1989),Groves et al. (2009),,,Suitable,Low,,Hibbertia vaginata,Hibbertia vaginata,Dilleniaceae,WA
DILLENIACEAE,Hibbertia virgata,"n,s,t,v",,,"Barker & Wardlaw (1995), Weste (2001)",,,"Weste (2001), Barker & Wardlaw (1995)",Suitable,Low,,Hibbertia virgata,Hibbertia virgata,Dilleniaceae,"SA, NSW, Vic, Tas"
DILLENIACEAE,Hibbertia wheelerae,w,,CE,DBCA (2021),,,Barrett (pers. comm.),Suitable,Very high,,Hibbertia wheelerae,Hibbertia wheelerae,Dilleniaceae,WA
DROSERACEAE,Drosera erythrorhiza,w,,,Crone et al. (2013),"McDougall (1997), Wills (1993)",Crone et al. (2013),,Suitable,Low,,Drosera erythrorhiza,Drosera erythrorhiza,Droseraceae,WA
DROSERACEAE,Drosera gibsonii,w,,,,Barrett (pers. comm.),,,Suitable,Low,,Drosera gibsonii,Drosera gibsonii,Droseraceae,WA
DROSERACEAE,Drosera macrantha,"s,t,v,w",,,,McDougall (1997),,,Suitable,Low,,Drosera macrantha,Drosera macrantha,Droseraceae,"WA, SA, Vic, Tas"
DROSERACEAE,Drosera pallida,w,,,,Wills (1993),,,Suitable,Low,,Drosera pallida,Drosera pallida,Droseraceae,WA
DROSERACEAE,Drosera peltata,"a,n,q,s,t,v",,,,Groves et al. (2009),,,Suitable,Low,,Drosera peltata [alternative possible names: Drosera hookeri (pro parte misapplied) | Drosera yilgarnensis (pro parte misapplied) | Drosera hookeri (misapplied) | Drosera yilgarnensis (misapplied)],Drosera peltata,Droseraceae,"SA, Qld, NSW, ACT, Vic, Tas"
DROSERACEAE,Drosera platystigma,w,,,,McDougall (1997),,,Suitable,Low,,Drosera platystigma,Drosera platystigma,Droseraceae,WA
DROSERACEAE,Drosera stolonifera,w,,,,McDougall (1997),,,Suitable,Low,,Drosera stolonifera,Drosera stolonifera,Droseraceae,WA
ELAEOCARPACEAE,Elaeocarpus eumundi,"n,q",,,,Worboys et al. (2003),,,Suitable,Low,,Elaeocarpus eumundi,Elaeocarpus eumundi,Elaeocarpaceae,"Qld, NSW"
ELAEOCARPACEAE,Elaeocarpus foveolatus,q,,,,,Worboys et al. (2003),,Suitable,Low,,Elaeocarpus foveolatus,Elaeocarpus foveolatus,Elaeocarpaceae,Qld
ELAEOCARPACEAE,Elaeocarpus holopetalus,"n,v",,,,,McDougall (pers. comm.),,Suitable,Low,,Elaeocarpus holopetalus,Elaeocarpus holopetalus,Elaeocarpaceae,"NSW, Vic"
ELAEOCARPACEAE,Elaeocarpus largiflorens subsp. retinervis,q,,,,Worboys et al. (2003),,,Suitable,Low,,Elaeocarpus largiflorens subsp. retinervis,Elaeocarpus largiflorens subsp. retinervis,Elaeocarpaceae,Qld
ELAEOCARPACEAE,Elaeocarpus sericopetalus,q,,,,,Worboys et al. (2003),,Suitable,Low,,Elaeocarpus sericopetalus,Elaeocarpus sericopetalus,Elaeocarpaceae,Qld
ELAEOCARPACEAE,Sloanea australis subsp. parviflora,q,,,,,Worboys et al. (2003),,Suitable,Low,,Sloanea australis subsp. parviflora,Sloanea australis subsp. parviflora,Elaeocarpaceae,Qld
ELAEOCARPACEAE,Sloanea macbrydei,q,,,,Worboys et al. (2003),,,Suitable,Low,,Sloanea macbrydei,Sloanea macbrydei,Elaeocarpaceae,Qld
ELAEOCARPACEAE,Tetratheca ciliata,"n,s,t,v",,,"Cahill (pers. comm.), Schahinger et al. (2003), Weste (2001)",,VNPS (1995),Weste (2001),Suitable,Low,,Tetratheca ciliata,Tetratheca ciliata,Elaeocarpaceae,"SA, NSW, Vic, Tas"
ELAEOCARPACEAE,Tetratheca gunnii,t,CE,,Schahinger et al. (2003),,,Rudman (pers. comm.),Suitable,Very high,,Tetratheca gunnii,Tetratheca gunnii,Elaeocarpaceae,Tas
ELAEOCARPACEAE,Tetratheca hirsuta,w,,,"McDougall (1997), Podger (1968), Shivas (1989)",,,McDougall (1997),Suitable,Low,,Tetratheca hirsuta,Tetratheca hirsuta,Elaeocarpaceae,WA
ELAEOCARPACEAE,Tetratheca labillardierei,"a,n,t,v",,,Podger et al. (1990),,,,Suitable,Low,,Tetratheca labillardierei,Tetratheca labillardierei,Elaeocarpaceae,"NSW, ACT, Vic, Tas"
ELAEOCARPACEAE,Tetratheca pilosa,"n,s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Weste (2001)",,"Lee & Wicks (1977), VNPS (1995)",Weste (2001),Suitable,Low,,Tetratheca pilosa,Tetratheca pilosa,Elaeocarpaceae,"SA, NSW, Vic, Tas"
ELAEOCARPACEAE,Tetratheca procumbens,"t,v",,,"Podger et al. (1990), Schahinger et al. (2003)",,,,Suitable,Low,,Tetratheca procumbens,Tetratheca procumbens,Elaeocarpaceae,"Vic, Tas"
ELAEOCARPACEAE,Tetratheca setigera,w,,,,,,Wills (1993),Suitable,Low,,Tetratheca setigera,Tetratheca setigera,Elaeocarpaceae,WA
ELAEOCARPACEAE,Tetratheca subaphylla,"n,v",,,,,,McDougall (pers. comm.),Suitable,Moderate,,Tetratheca subaphylla,Tetratheca subaphylla,Elaeocarpaceae,"NSW, Vic"
ELAEOCARPACEAE,Tremandra stelligera,w,,,DBCA (2021),,,,Suitable,Low,,Tremandra stelligera,Tremandra stelligera,Elaeocarpaceae,WA
ERICACEAE,Acrothamnus maccraei,"n,v",,,Taylor (1974),,,,Unsuitable,Low,,Acrothamnus maccraei,Acrothamnus maccraei,Ericaceae,"NSW, Vic"
ERICACEAE,Acrotriche cordata,"s,t,v,w",,,Barker & Wardlaw (1995),,,Barker & Wardlaw (1995),Suitable,Low,,Acrotriche cordata,Acrotriche cordata,Ericaceae,"WA, SA, Vic, Tas"
ERICACEAE,Acrotriche fasciculiflora,s,,V,,,Velzeboer (pers. comm.),,Suitable,Low,,Acrotriche fasciculiflora,Acrotriche fasciculiflora,Ericaceae,SA
